Electoral district number,Electoral district name,Political affiliation (2011),% Votes obtained (2011)
47003,Desnethe--Missinippi--Churchill River,Other ,0.0
35019,Don Valley East,Conservative ,36.4
35019,Don Valley East,NDP-New Democratic Party ,21.9
35019,Don Valley East,Liberal ,38.4
35019,Don Valley East,Bloc Quebecois ,0.0
35019,Don Valley East,Green Party ,2.8
35019,Don Valley East,Other ,0.5
35020,Don Valley North,Conservative ,40.3
35020,Don Valley North,NDP-New Democratic Party ,20.7
35020,Don Valley North,Liberal ,37.3
35020,Don Valley North,Bloc Quebecois ,0.0
35020,Don Valley North,Green Party ,1.3
35020,Don Valley North,Other ,0.4
35021,Don Valley West,Conservative ,43.9
35021,Don Valley West,NDP-New Democratic Party ,10.7
35021,Don Valley West,Liberal ,41.5
35021,Don Valley West,Bloc Quebecois ,0.0
35021,Don Valley West,Green Party ,3.6
35021,Don Valley West,Other ,0.3
24024,Dorval--Lachine--LaSalle,Conservative ,14.2
24024,Dorval--Lachine--LaSalle,NDP-New Democratic Party ,41.1
24024,Dorval--Lachine--LaSalle,Liberal ,29.4
24024,Dorval--Lachine--LaSalle,Bloc Quebecois ,11.5
24024,Dorval--Lachine--LaSalle,Green Party ,3.0
24024,Dorval--Lachine--LaSalle,Other ,0.8
24025,Drummond,Conservative ,15.9
24025,Drummond,NDP-New Democratic Party ,51.6
24025,Drummond,Liberal ,8.4
24025,Drummond,Bloc Quebecois ,22.0
24025,Drummond,Green Party ,2.1
24025,Drummond,Other ,0.0
35022,Dufferin--Caledon,Conservative ,59.0
35022,Dufferin--Caledon,NDP-New Democratic Party ,13.2
35022,Dufferin--Caledon,Liberal ,13.1
35022,Dufferin--Caledon,Bloc Quebecois ,0.0
35022,Dufferin--Caledon,Green Party ,14.7
35022,Dufferin--Caledon,Other ,0.0
35023,Durham,Conservative ,55.2
35023,Durham,NDP-New Democratic Party ,23.7
35023,Durham,Liberal ,15.5
35023,Durham,Bloc Quebecois ,0.0
35023,Durham,Green Party ,4.6
35023,Durham,Other ,1.0
48014,Edmonton Centre,Conservative ,46.2
48014,Edmonton Centre,NDP-New Democratic Party ,25.8
48014,Edmonton Centre,Liberal ,23.7
48014,Edmonton Centre,Bloc Quebecois ,0.0
48014,Edmonton Centre,Green Party ,3.6
48014,Edmonton Centre,Other ,0.7
48015,Edmonton Griesbach,Conservative ,52.5
48015,Edmonton Griesbach,NDP-New Democratic Party ,37.5
48015,Edmonton Griesbach,Liberal ,6.6
48015,Edmonton Griesbach,Bloc Quebecois ,0.0
48015,Edmonton Griesbach,Green Party ,3.4
48015,Edmonton Griesbach,Other ,0.0
48016,Edmonton Manning,Conservative ,55.5
48016,Edmonton Manning,NDP-New Democratic Party ,26.6
48016,Edmonton Manning,Liberal ,9.1
48016,Edmonton Manning,Bloc Quebecois ,0.0
48016,Edmonton Manning,Green Party ,2.9
48016,Edmonton Manning,Other ,6.0
48017,Edmonton Mill Woods,Conservative ,58.9
48017,Edmonton Mill Woods,NDP-New Democratic Party ,25.4
48017,Edmonton Mill Woods,Liberal ,11.7
48017,Edmonton Mill Woods,Bloc Quebecois ,0.0
48017,Edmonton Mill Woods,Green Party ,3.0
48017,Edmonton Mill Woods,Other ,0.9
48018,Edmonton Riverbend,Conservative ,59.4
48018,Edmonton Riverbend,NDP-New Democratic Party ,21.2
48018,Edmonton Riverbend,Liberal ,14.5
48018,Edmonton Riverbend,Bloc Quebecois ,0.0
48018,Edmonton Riverbend,Green Party ,5.0
48018,Edmonton Riverbend,Other ,0.0
48019,Edmonton Strathcona,Conservative ,40.3
48019,Edmonton Strathcona,NDP-New Democratic Party ,53.7
48019,Edmonton Strathcona,Liberal ,2.9
48019,Edmonton Strathcona,Bloc Quebecois ,0.0
48019,Edmonton Strathcona,Green Party ,2.3
48019,Edmonton Strathcona,Other ,0.8
48020,Edmonton West,Conservative ,64.2
48020,Edmonton West,NDP-New Democratic Party ,19.5
48020,Edmonton West,Liberal ,12.5
48020,Edmonton West,Bloc Quebecois ,0.0
48020,Edmonton West,Green Party ,3.7
48020,Edmonton West,Other ,0.2
48021,Edmonton--Wetaskiwin,Conservative ,75.6
48021,Edmonton--Wetaskiwin,NDP-New Democratic Party ,14.3
48021,Edmonton--Wetaskiwin,Liberal ,5.7
48021,Edmonton--Wetaskiwin,Bloc Quebecois ,0.0
48021,Edmonton--Wetaskiwin,Green Party ,4.1
48021,Edmonton--Wetaskiwin,Other ,0.3
35024,Eglinton--Lawrence,Conservative ,46.8
35024,Eglinton--Lawrence,NDP-New Democratic Party ,11.6
35024,Eglinton--Lawrence,Liberal ,38.4
35024,Eglinton--Lawrence,Bloc Quebecois ,0.0
35024,Eglinton--Lawrence,Green Party ,3.2
35024,Eglinton--Lawrence,Other ,0.0
11003,Egmont,Conservative ,54.6
11003,Egmont,NDP-New Democratic Party ,12.4
11003,Egmont,Liberal ,31.3
11003,Egmont,Bloc Quebecois ,0.0
11003,Egmont,Green Party ,1.7
11003,Egmont,Other ,0.0
35025,Elgin--Middlesex--London,Conservative ,58.1
35025,Elgin--Middlesex--London,NDP-New Democratic Party ,24.1
35025,Elgin--Middlesex--London,Liberal ,13.4
35025,Elgin--Middlesex--London,Bloc Quebecois ,0.0
35025,Elgin--Middlesex--London,Green Party ,3.0
35025,Elgin--Middlesex--London,Other ,1.4
46005,Elmwood--Transcona,Conservative ,46.9
46005,Elmwood--Transcona,NDP-New Democratic Party ,44.8
46005,Elmwood--Transcona,Liberal ,5.2
46005,Elmwood--Transcona,Bloc Quebecois ,0.0
46005,Elmwood--Transcona,Green Party ,3.1
46005,Elmwood--Transcona,Other ,0.0
59026,Esquimalt--Saanich--Sooke,Conservative ,37.6
59026,Esquimalt--Saanich--Sooke,NDP-New Democratic Party ,39.4
59026,Esquimalt--Saanich--Sooke,Liberal ,9.7
59026,Esquimalt--Saanich--Sooke,Bloc Quebecois ,0.0
59026,Esquimalt--Saanich--Sooke,Green Party ,12.9
59026,Esquimalt--Saanich--Sooke,Other ,0.4
35026,Essex,Conservative ,48.3
35026,Essex,NDP-New Democratic Party ,34.9
35026,Essex,Liberal ,14.3
35026,Essex,Bloc Quebecois ,0.0
35026,Essex,Green Party ,2.4
35026,Essex,Other ,0.1
35027,Etobicoke Centre,Conservative ,41.9
35027,Etobicoke Centre,NDP-New Democratic Party ,14.6
35027,Etobicoke Centre,Liberal ,40.6
35027,Etobicoke Centre,Bloc Quebecois ,0.0
35027,Etobicoke Centre,Green Party ,2.7
35027,Etobicoke Centre,Other ,0.3
35028,Etobicoke--Lakeshore,Conservative ,40.2
35028,Etobicoke--Lakeshore,NDP-New Democratic Party ,20.3
35028,Etobicoke--Lakeshore,Liberal ,35.1
35028,Etobicoke--Lakeshore,Bloc Quebecois ,0.0
35028,Etobicoke--Lakeshore,Green Party ,4.0
35028,Etobicoke--Lakeshore,Other ,0.4
35029,Etobicoke North,Conservative ,32.0
35029,Etobicoke North,NDP-New Democratic Party ,23.6
35029,Etobicoke North,Liberal ,42.6
35029,Etobicoke North,Bloc Quebecois ,0.0
35029,Etobicoke North,Green Party ,0.2
35029,Etobicoke North,Other ,1.7
35030,Flamborough--Glanbrook,Conservative ,55.4
35030,Flamborough--Glanbrook,NDP-New Democratic Party ,22.8
35030,Flamborough--Glanbrook,Liberal ,16.9
35030,Flamborough--Glanbrook,Bloc Quebecois ,0.0
35030,Flamborough--Glanbrook,Green Party ,4.2
35030,Flamborough--Glanbrook,Other ,0.7
59012,Fleetwood--Port Kells,Conservative ,47.8
59012,Fleetwood--Port Kells,NDP-New Democratic Party ,33.1
59012,Fleetwood--Port Kells,Liberal ,15.7
59012,Fleetwood--Port Kells,Bloc Quebecois ,0.0
59012,Fleetwood--Port Kells,Green Party ,2.6
59012,Fleetwood--Port Kells,Other ,0.9
48022,Foothills,Conservative ,77.8
48022,Foothills,NDP-New Democratic Party ,10.1
48022,Foothills,Liberal ,3.5
48022,Foothills,Bloc Quebecois ,0.0
48022,Foothills,Green Party ,4.8
48022,Foothills,Other ,3.8
48023,Fort McMurray--Cold Lake,Conservative ,72.5
48023,Fort McMurray--Cold Lake,NDP-New Democratic Party ,13.1
48023,Fort McMurray--Cold Lake,Liberal ,10.8
48023,Fort McMurray--Cold Lake,Bloc Quebecois ,0.0
48023,Fort McMurray--Cold Lake,Green Party ,3.6
48023,Fort McMurray--Cold Lake,Other ,0.0
13003,Fredericton,Conservative ,47.0
13003,Fredericton,NDP-New Democratic Party ,24.3
13003,Fredericton,Liberal ,24.0
13003,Fredericton,Bloc Quebecois ,0.0
13003,Fredericton,Green Party ,4.1
13003,Fredericton,Other ,0.6
13004,Fundy Royal,Conservative ,57.9
13004,Fundy Royal,NDP-New Democratic Party ,26.9
13004,Fundy Royal,Liberal ,10.4
13004,Fundy Royal,Bloc Quebecois ,0.0
13004,Fundy Royal,Green Party ,4.7
13004,Fundy Royal,Other ,0.0
24026,Gaspesie--Les •À_les-de-la-Madeleine,Conservative ,19.1
24026,Gaspesie--Les •À_les-de-la-Madeleine,NDP-New Democratic Party ,28.8
24026,Gaspesie--Les •À_les-de-la-Madeleine,Liberal ,17.0
24026,Gaspesie--Les •À_les-de-la-Madeleine,Bloc Quebecois ,33.1
24026,Gaspesie--Les •À_les-de-la-Madeleine,Green Party ,2.0
24026,Gaspesie--Les •À_les-de-la-Madeleine,Other ,0.0
24027,Gatineau,Conservative ,8.0
24027,Gatineau,NDP-New Democratic Party ,62.1
24027,Gatineau,Liberal ,13.8
24027,Gatineau,Bloc Quebecois ,14.9
24027,Gatineau,Green Party ,1.1
24027,Gatineau,Other ,0.0
35031,Glengarry--Prescott--Russell,Conservative ,48.8
35031,Glengarry--Prescott--Russell,NDP-New Democratic Party ,16.7
35031,Glengarry--Prescott--Russell,Liberal ,30.6
35031,Glengarry--Prescott--Russell,Bloc Quebecois ,0.0
35031,Glengarry--Prescott--Russell,Green Party ,3.6
35031,Glengarry--Prescott--Russell,Other ,0.3
48024,Grande Prairie--Mackenzie,Conservative ,76.1
48024,Grande Prairie--Mackenzie,NDP-New Democratic Party ,15.4
48024,Grande Prairie--Mackenzie,Liberal ,3.2
48024,Grande Prairie--Mackenzie,Bloc Quebecois ,0.0
48024,Grande Prairie--Mackenzie,Green Party ,3.8
48024,Grande Prairie--Mackenzie,Other ,1.6
35032,Guelph,Conservative ,32.8
35032,Guelph,NDP-New Democratic Party ,16.7
35032,Guelph,Liberal ,43.4
35032,Guelph,Bloc Quebecois ,0.0
35032,Guelph,Green Party ,6.1
35032,Guelph,Other ,1.0
35033,Haldimand--Norfolk,Conservative ,50.9
35033,Haldimand--Norfolk,NDP-New Democratic Party ,20.0
35033,Haldimand--Norfolk,Liberal ,24.9
35033,Haldimand--Norfolk,Bloc Quebecois ,0.0
35033,Haldimand--Norfolk,Green Party ,3.3
35033,Haldimand--Norfolk,Other ,0.9
35034,Haliburton--Kawartha Lakes--Brock,Conservative ,60.0
35034,Haliburton--Kawartha Lakes--Brock,NDP-New Democratic Party ,22.1
35034,Haliburton--Kawartha Lakes--Brock,Liberal ,12.9
35034,Haliburton--Kawartha Lakes--Brock,Bloc Quebecois ,0.0
35034,Haliburton--Kawartha Lakes--Brock,Green Party ,5.0
35034,Haliburton--Kawartha Lakes--Brock,Other ,0.0
12005,Halifax,Conservative ,18.0
12005,Halifax,NDP-New Democratic Party ,51.6
12005,Halifax,Liberal ,25.6
12005,Halifax,Bloc Quebecois ,0.0
12005,Halifax,Green Party ,4.4
12005,Halifax,Other ,0.3
12006,Halifax West,Conservative ,30.2
12006,Halifax West,NDP-New Democratic Party ,28.4
12006,Halifax West,Liberal ,37.3
12006,Halifax West,Bloc Quebecois ,0.0
12006,Halifax West,Green Party ,4.1
12006,Halifax West,Other ,0.0
35035,Hamilton Centre,Conservative ,23.5
35035,Hamilton Centre,NDP-New Democratic Party ,60.3
35035,Hamilton Centre,Liberal ,13.1
35035,Hamilton Centre,Bloc Quebecois ,0.0
35035,Hamilton Centre,Green Party ,0.5
35035,Hamilton Centre,Other ,2.7
35036,Hamilton East--Stoney Creek,Conservative ,36.9
35036,Hamilton East--Stoney Creek,NDP-New Democratic Party ,44.3
35036,Hamilton East--Stoney Creek,Liberal ,13.6
35036,Hamilton East--Stoney Creek,Bloc Quebecois ,0.0
35036,Hamilton East--Stoney Creek,Green Party ,2.8
35036,Hamilton East--Stoney Creek,Other ,2.4
35037,Hamilton Mountain,Conservative ,32.3
35037,Hamilton Mountain,NDP-New Democratic Party ,48.4
35037,Hamilton Mountain,Liberal ,15.6
35037,Hamilton Mountain,Bloc Quebecois ,0.0
35037,Hamilton Mountain,Green Party ,2.8
35037,Hamilton Mountain,Other ,0.8
35038,Hamilton West--Ancaster--Dundas,Conservative ,42.4
35038,Hamilton West--Ancaster--Dundas,NDP-New Democratic Party ,28.2
35038,Hamilton West--Ancaster--Dundas,Liberal ,24.9
35038,Hamilton West--Ancaster--Dundas,Bloc Quebecois ,0.0
35038,Hamilton West--Ancaster--Dundas,Green Party ,3.7
35038,Hamilton West--Ancaster--Dundas,Other ,0.8
35039,Hastings--Lennox and Addington,Conservative ,54.9
35039,Hastings--Lennox and Addington,NDP-New Democratic Party ,24.0
35039,Hastings--Lennox and Addington,Liberal ,17.1
35039,Hastings--Lennox and Addington,Bloc Quebecois ,0.0
35039,Hastings--Lennox and Addington,Green Party ,3.4
35039,Hastings--Lennox and Addington,Other ,0.7
24028,Hochelaga,Conservative ,7.2
24028,Hochelaga,NDP-New Democratic Party ,47.5
24028,Hochelaga,Liberal ,11.7
24028,Hochelaga,Bloc Quebecois ,30.8
24028,Hochelaga,Green Party ,1.7
24028,Hochelaga,Other ,1.2
24029,Honore-Mercier,Conservative ,13.0
24029,Honore-Mercier,NDP-New Democratic Party ,35.2
24029,Honore-Mercier,Liberal ,33.5
24029,Honore-Mercier,Bloc Quebecois ,16.0
24029,Honore-Mercier,Green Party ,1.6
24029,Honore-Mercier,Other ,0.7
24030,Hull--Aylmer,Conservative ,10.0
24030,Hull--Aylmer,NDP-New Democratic Party ,58.8
24030,Hull--Aylmer,Liberal ,20.5
24030,Hull--Aylmer,Bloc Quebecois ,8.7
24030,Hull--Aylmer,Green Party ,2.0
24030,Hull--Aylmer,Other ,0.0
35121,Humber River--Black Creek,Conservative ,22.1
35121,Humber River--Black Creek,NDP-New Democratic Party ,27.8
35121,Humber River--Black Creek,Liberal ,47.0
35121,Humber River--Black Creek,Bloc Quebecois ,0.0
35121,Humber River--Black Creek,Green Party ,1.6
35121,Humber River--Black Creek,Other ,1.4
35040,Huron--Bruce,Conservative ,54.9
35040,Huron--Bruce,NDP-New Democratic Party ,25.3
35040,Huron--Bruce,Liberal ,16.5
35040,Huron--Bruce,Bloc Quebecois ,0.0
35040,Huron--Bruce,Green Party ,2.7
35040,Huron--Bruce,Other ,0.5
24031,Joliette,Conservative ,9.7
24031,Joliette,NDP-New Democratic Party ,46.9
24031,Joliette,Liberal ,6.4
24031,Joliette,Bloc Quebecois ,33.0
24031,Joliette,Green Party ,4.0
24031,Joliette,Other ,0.0
24032,Jonquiere,Conservative ,34.1
24032,Jonquiere,NDP-New Democratic Party ,42.5
24032,Jonquiere,Liberal ,2.7
24032,Jonquiere,Bloc Quebecois ,19.3
24032,Jonquiere,Green Party ,1.3
24032,Jonquiere,Other ,0.1
59013,Kamloops--Thompson--Cariboo,Conservative ,52.3
59013,Kamloops--Thompson--Cariboo,NDP-New Democratic Party ,36.9
59013,Kamloops--Thompson--Cariboo,Liberal ,5.4
59013,Kamloops--Thompson--Cariboo,Bloc Quebecois ,0.0
59013,Kamloops--Thompson--Cariboo,Green Party ,5.1
59013,Kamloops--Thompson--Cariboo,Other ,0.3
35041,Kanata--Carleton,Conservative ,53.7
35041,Kanata--Carleton,NDP-New Democratic Party ,15.3
35041,Kanata--Carleton,Liberal ,26.5
35041,Kanata--Carleton,Bloc Quebecois ,0.0
35041,Kanata--Carleton,Green Party ,4.5
35041,Kanata--Carleton,Other ,0.0
59014,Kelowna--Lake Country,Conservative ,58.4
59014,Kelowna--Lake Country,NDP-New Democratic Party ,21.4
59014,Kelowna--Lake Country,Liberal ,11.5
59014,Kelowna--Lake Country,Bloc Quebecois ,0.0
59014,Kelowna--Lake Country,Green Party ,8.8
59014,Kelowna--Lake Country,Other ,0.0
35042,Kenora,Conservative ,47.0
35042,Kenora,NDP-New Democratic Party ,27.9
35042,Kenora,Liberal ,21.9
35042,Kenora,Bloc Quebecois ,0.0
35042,Kenora,Green Party ,2.6
35042,Kenora,Other ,0.6
46006,Kildonan--St. Paul,Conservative ,58.5
46006,Kildonan--St. Paul,NDP-New Democratic Party ,30.1
46006,Kildonan--St. Paul,Liberal ,7.9
46006,Kildonan--St. Paul,Bloc Quebecois ,0.0
46006,Kildonan--St. Paul,Green Party ,2.6
46006,Kildonan--St. Paul,Other ,1.0
12007,Kings--Hants,Conservative ,36.6
12007,Kings--Hants,NDP-New Democratic Party ,20.0
12007,Kings--Hants,Liberal ,39.6
12007,Kings--Hants,Bloc Quebecois ,0.0
12007,Kings--Hants,Green Party ,3.8
12007,Kings--Hants,Other ,0.0
35044,Kingston and the Islands,Conservative ,34.1
35044,Kingston and the Islands,NDP-New Democratic Party ,21.6
35044,Kingston and the Islands,Liberal ,40.0
35044,Kingston and the Islands,Bloc Quebecois ,0.0
35044,Kingston and the Islands,Green Party ,4.3
35044,Kingston and the Islands,Other ,0.0
35043,King--Vaughan,Conservative ,57.1
35043,King--Vaughan,NDP-New Democratic Party ,12.3
35043,King--Vaughan,Liberal ,27.5
35043,King--Vaughan,Bloc Quebecois ,0.0
35043,King--Vaughan,Green Party ,2.7
35043,King--Vaughan,Other ,0.3
35045,Kitchener Centre,Conservative ,40.4
35045,Kitchener Centre,NDP-New Democratic Party ,21.9
35045,Kitchener Centre,Liberal ,32.3
35045,Kitchener Centre,Bloc Quebecois ,0.0
35045,Kitchener Centre,Green Party ,4.6
35045,Kitchener Centre,Other ,0.8
35046,Kitchener--Conestoga,Conservative ,54.4
35046,Kitchener--Conestoga,NDP-New Democratic Party ,18.3
35046,Kitchener--Conestoga,Liberal ,23.5
35046,Kitchener--Conestoga,Bloc Quebecois ,0.0
35046,Kitchener--Conestoga,Green Party ,3.6
35046,Kitchener--Conestoga,Other ,0.2
35047,Kitchener South--Hespeler,Conservative ,51.2
35047,Kitchener South--Hespeler,NDP-New Democratic Party ,25.8
35047,Kitchener South--Hespeler,Liberal ,18.9
35047,Kitchener South--Hespeler,Bloc Quebecois ,0.0
35047,Kitchener South--Hespeler,Green Party ,4.0
35047,Kitchener South--Hespeler,Other ,0.1
59015,Kootenay--Columbia,Conservative ,50.1
59015,Kootenay--Columbia,NDP-New Democratic Party ,38.8
59015,Kootenay--Columbia,Liberal ,3.5
59015,Kootenay--Columbia,Bloc Quebecois ,0.0
59015,Kootenay--Columbia,Green Party ,6.4
59015,Kootenay--Columbia,Other ,1.2
10004,Labrador,Conservative ,39.8
10004,Labrador,NDP-New Democratic Party ,19.8
10004,Labrador,Liberal ,39.1
10004,Labrador,Bloc Quebecois ,0.0
10004,Labrador,Green Party ,1.3
10004,Labrador,Other ,0.0
24035,Lac-Saint-Jean,Conservative ,42.3
24035,Lac-Saint-Jean,NDP-New Democratic Party ,32.1
24035,Lac-Saint-Jean,Liberal ,3.3
24035,Lac-Saint-Jean,Bloc Quebecois ,21.0
24035,Lac-Saint-Jean,Green Party ,1.3
24035,Lac-Saint-Jean,Other ,0.0
24036,Lac-Saint-Louis,Conservative ,28.4
24036,Lac-Saint-Louis,NDP-New Democratic Party ,30.1
24036,Lac-Saint-Louis,Liberal ,34.1
24036,Lac-Saint-Louis,Bloc Quebecois ,3.1
24036,Lac-Saint-Louis,Green Party ,4.3
24036,Lac-Saint-Louis,Other ,0.0
48025,Lakeland,Conservative ,79.0
48025,Lakeland,NDP-New Democratic Party ,11.2
48025,Lakeland,Liberal ,5.1
48025,Lakeland,Bloc Quebecois ,0.0
48025,Lakeland,Green Party ,4.2
48025,Lakeland,Other ,0.5
35048,Lambton--Kent--Middlesex,Conservative ,57.7
35048,Lambton--Kent--Middlesex,NDP-New Democratic Party ,24.0
35048,Lambton--Kent--Middlesex,Liberal ,14.2
35048,Lambton--Kent--Middlesex,Bloc Quebecois ,0.0
35048,Lambton--Kent--Middlesex,Green Party ,3.3
35048,Lambton--Kent--Middlesex,Other ,0.8
35049,Lanark--Frontenac--Kingston,Conservative ,60.1
35049,Lanark--Frontenac--Kingston,NDP-New Democratic Party ,18.1
35049,Lanark--Frontenac--Kingston,Liberal ,16.4
35049,Lanark--Frontenac--Kingston,Bloc Quebecois ,0.0
35049,Lanark--Frontenac--Kingston,Green Party ,4.9
35049,Lanark--Frontenac--Kingston,Other ,0.5
59016,Langley--Aldergrove,Conservative ,65.8
59016,Langley--Aldergrove,NDP-New Democratic Party ,19.3
59016,Langley--Aldergrove,Liberal ,9.0
59016,Langley--Aldergrove,Bloc Quebecois ,0.0
59016,Langley--Aldergrove,Green Party ,5.3
59016,Langley--Aldergrove,Other ,0.6
24033,La Pointe-de-l'•À_le,Conservative ,7.7
24033,La Pointe-de-l'•À_le,NDP-New Democratic Party ,47.5
24033,La Pointe-de-l'•À_le,Liberal ,10.1
24033,La Pointe-de-l'•À_le,Bloc Quebecois ,32.4
24033,La Pointe-de-l'•À_le,Green Party ,1.9
24033,La Pointe-de-l'•À_le,Other ,0.5
24034,La Prairie,Conservative ,9.4
24034,La Prairie,NDP-New Democratic Party ,50.0
24034,La Prairie,Liberal ,13.2
24034,La Prairie,Bloc Quebecois ,25.7
24034,La Prairie,Green Party ,1.5
24034,La Prairie,Other ,0.2
24037,LaSalle--emard--Verdun,Conservative ,9.7
24037,LaSalle--emard--Verdun,NDP-New Democratic Party ,45.2
24037,LaSalle--emard--Verdun,Liberal ,18.3
24037,LaSalle--emard--Verdun,Bloc Quebecois ,23.4
24037,LaSalle--emard--Verdun,Green Party ,2.6
24037,LaSalle--emard--Verdun,Other ,0.8
24038,Laurentides--Labelle,Conservative ,9.3
24038,Laurentides--Labelle,NDP-New Democratic Party ,43.8
24038,Laurentides--Labelle,Liberal ,12.7
24038,Laurentides--Labelle,Bloc Quebecois ,31.5
24038,Laurentides--Labelle,Green Party ,2.5
24038,Laurentides--Labelle,Other ,0.3
24039,Laurier--Sainte-Marie,Conservative ,3.9
24039,Laurier--Sainte-Marie,NDP-New Democratic Party ,46.5
24039,Laurier--Sainte-Marie,Liberal ,10.7
24039,Laurier--Sainte-Marie,Bloc Quebecois ,34.9
24039,Laurier--Sainte-Marie,Green Party ,2.6
24039,Laurier--Sainte-Marie,Other ,1.3
24040,Laval--Les •À_les,Conservative ,16.4
24040,Laval--Les •À_les,NDP-New Democratic Party ,47.2
24040,Laval--Les •À_les,Liberal ,20.6
24040,Laval--Les •À_les,Bloc Quebecois ,12.9
24040,Laval--Les •À_les,Green Party ,1.8
24040,Laval--Les •À_les,Other ,1.1
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Conservative ,60.8
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,NDP-New Democratic Party ,18.3
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Liberal ,15.9
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Bloc Quebecois ,0.0
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Green Party ,5.0
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Other ,0.0
48026,Lethbridge,Conservative ,52.5
48026,Lethbridge,NDP-New Democratic Party ,30.0
48026,Lethbridge,Liberal ,9.1
48026,Lethbridge,Bloc Quebecois ,0.0
48026,Lethbridge,Green Party ,4.5
48026,Lethbridge,Other ,3.9
24042,Levis--Lotbiniere,Conservative ,39.9
24042,Levis--Lotbiniere,NDP-New Democratic Party ,38.5
24042,Levis--Lotbiniere,Liberal ,5.1
24042,Levis--Lotbiniere,Bloc Quebecois ,14.9
24042,Levis--Lotbiniere,Green Party ,1.7
24042,Levis--Lotbiniere,Other ,0.0
35051,London--Fanshawe,Conservative ,33.9
35051,London--Fanshawe,NDP-New Democratic Party ,49.8
35051,London--Fanshawe,Liberal ,12.0
35051,London--Fanshawe,Bloc Quebecois ,0.0
35051,London--Fanshawe,Green Party ,3.0
35051,London--Fanshawe,Other ,1.2
35052,London North Centre,Conservative ,37.1
35052,London North Centre,NDP-New Democratic Party ,24.3
35052,London North Centre,Liberal ,34.2
35052,London North Centre,Bloc Quebecois ,0.0
35052,London North Centre,Green Party ,4.0
35052,London North Centre,Other ,0.4
35053,London West,Conservative ,45.1
35053,London West,NDP-New Democratic Party ,25.4
35053,London West,Liberal ,26.7
35053,London West,Bloc Quebecois ,0.0
35053,London West,Green Party ,2.7
35053,London West,Other ,0.1
10005,Long Range Mountains,Conservative ,25.3
10005,Long Range Mountains,NDP-New Democratic Party ,17.8
10005,Long Range Mountains,Liberal ,55.2
10005,Long Range Mountains,Bloc Quebecois ,0.0
10005,Long Range Mountains,Green Party ,1.0
10005,Long Range Mountains,Other ,0.7
24041,Longueuil--Charles-LeMoyne,Conservative ,10.5
24041,Longueuil--Charles-LeMoyne,NDP-New Democratic Party ,45.4
24041,Longueuil--Charles-LeMoyne,Liberal ,13.3
24041,Longueuil--Charles-LeMoyne,Bloc Quebecois ,28.3
24041,Longueuil--Charles-LeMoyne,Green Party ,2.4
24041,Longueuil--Charles-LeMoyne,Other ,0.0
24043,Longueuil--Saint-Hubert,Conservative ,8.7
24043,Longueuil--Saint-Hubert,NDP-New Democratic Party ,50.0
24043,Longueuil--Saint-Hubert,Liberal ,10.1
24043,Longueuil--Saint-Hubert,Bloc Quebecois ,28.8
24043,Longueuil--Saint-Hubert,Green Party ,2.2
24043,Longueuil--Saint-Hubert,Other ,0.2
24044,Louis-Hebert,Conservative ,21.8
24044,Louis-Hebert,NDP-New Democratic Party ,38.7
24044,Louis-Hebert,Liberal ,13.4
24044,Louis-Hebert,Bloc Quebecois ,24.2
24044,Louis-Hebert,Green Party ,1.6
24044,Louis-Hebert,Other ,0.2
24045,Louis-Saint-Laurent,Conservative ,37.6
