Electoral district number,Electoral district name,Political affiliation (2011),% Votes obtained (2011)
24045,Louis-Saint-Laurent,NDP-New Democratic Party ,39.9
24045,Louis-Saint-Laurent,Liberal ,6.4
24045,Louis-Saint-Laurent,Bloc Quebecois ,14.4
24045,Louis-Saint-Laurent,Green Party ,1.5
24045,Louis-Saint-Laurent,Other ,0.3
13005,Madawaska--Restigouche,Conservative ,40.5
13005,Madawaska--Restigouche,NDP-New Democratic Party ,19.3
13005,Madawaska--Restigouche,Liberal ,34.8
13005,Madawaska--Restigouche,Bloc Quebecois ,0.0
13005,Madawaska--Restigouche,Green Party ,1.8
13005,Madawaska--Restigouche,Other ,3.6
11004,Malpeque,Conservative ,39.1
11004,Malpeque,NDP-New Democratic Party ,14.6
11004,Malpeque,Liberal ,42.4
11004,Malpeque,Bloc Quebecois ,0.0
11004,Malpeque,Green Party ,3.9
11004,Malpeque,Other ,0.0
24046,Manicouagan,Conservative ,11.6
24046,Manicouagan,NDP-New Democratic Party ,47.7
24046,Manicouagan,Liberal ,5.5
24046,Manicouagan,Bloc Quebecois ,32.7
24046,Manicouagan,Green Party ,2.5
24046,Manicouagan,Other ,0.0
24065,Marc-Aurele-Fortin,Conservative ,10.4
24065,Marc-Aurele-Fortin,NDP-New Democratic Party ,49.0
24065,Marc-Aurele-Fortin,Liberal ,13.8
24065,Marc-Aurele-Fortin,Bloc Quebecois ,24.3
24065,Marc-Aurele-Fortin,Green Party ,2.3
24065,Marc-Aurele-Fortin,Other ,0.2
35054,Markham--Stouffville,Conservative ,50.5
35054,Markham--Stouffville,NDP-New Democratic Party ,17.0
35054,Markham--Stouffville,Liberal ,29.0
35054,Markham--Stouffville,Bloc Quebecois ,0.0
35054,Markham--Stouffville,Green Party ,2.7
35054,Markham--Stouffville,Other ,0.9
35055,Markham--Thornhill,Conservative ,36.4
35055,Markham--Thornhill,NDP-New Democratic Party ,23.4
35055,Markham--Thornhill,Liberal ,37.1
35055,Markham--Thornhill,Bloc Quebecois ,0.0
35055,Markham--Thornhill,Green Party ,2.6
35055,Markham--Thornhill,Other ,0.5
35056,Markham--Unionville,Conservative ,45.8
35056,Markham--Unionville,NDP-New Democratic Party ,16.5
35056,Markham--Unionville,Liberal ,33.7
35056,Markham--Unionville,Bloc Quebecois ,0.0
35056,Markham--Unionville,Green Party ,3.0
35056,Markham--Unionville,Other ,1.0
48027,Medicine Hat--Cardston--Warner,Conservative ,68.7
48027,Medicine Hat--Cardston--Warner,NDP-New Democratic Party ,14.9
48027,Medicine Hat--Cardston--Warner,Liberal ,11.2
48027,Medicine Hat--Cardston--Warner,Bloc Quebecois ,0.0
48027,Medicine Hat--Cardston--Warner,Green Party ,4.4
48027,Medicine Hat--Cardston--Warner,Other ,0.8
24047,Megantic--L'erable,Conservative ,49.1
24047,Megantic--L'erable,NDP-New Democratic Party ,26.3
24047,Megantic--L'erable,Liberal ,6.0
24047,Megantic--L'erable,Bloc Quebecois ,16.6
24047,Megantic--L'erable,Green Party ,1.5
24047,Megantic--L'erable,Other ,0.6
35057,Milton,Conservative ,55.0
35057,Milton,NDP-New Democratic Party ,16.5
35057,Milton,Liberal ,24.2
35057,Milton,Bloc Quebecois ,0.0
35057,Milton,Green Party ,3.9
35057,Milton,Other ,0.4
24048,Mirabel,Conservative ,9.2
24048,Mirabel,NDP-New Democratic Party ,49.5
24048,Mirabel,Liberal ,7.8
24048,Mirabel,Bloc Quebecois ,31.0
24048,Mirabel,Green Party ,2.0
24048,Mirabel,Other ,0.4
13006,Miramichi--Grand Lake,Conservative ,53.2
13006,Miramichi--Grand Lake,NDP-New Democratic Party ,22.9
13006,Miramichi--Grand Lake,Liberal ,21.4
13006,Miramichi--Grand Lake,Bloc Quebecois ,0.0
13006,Miramichi--Grand Lake,Green Party ,2.5
13006,Miramichi--Grand Lake,Other ,0.1
59017,Mission--Matsqui--Fraser Canyon,Conservative ,54.5
59017,Mission--Matsqui--Fraser Canyon,NDP-New Democratic Party ,32.0
59017,Mission--Matsqui--Fraser Canyon,Liberal ,8.4
59017,Mission--Matsqui--Fraser Canyon,Bloc Quebecois ,0.0
59017,Mission--Matsqui--Fraser Canyon,Green Party ,4.6
59017,Mission--Matsqui--Fraser Canyon,Other ,0.5
35058,Mississauga Centre,Conservative ,41.7
35058,Mississauga Centre,NDP-New Democratic Party ,19.0
35058,Mississauga Centre,Liberal ,36.7
35058,Mississauga Centre,Bloc Quebecois ,0.0
35058,Mississauga Centre,Green Party ,2.3
35058,Mississauga Centre,Other ,0.3
35059,Mississauga East--Cooksville,Conservative ,43.5
35059,Mississauga East--Cooksville,NDP-New Democratic Party ,17.7
35059,Mississauga East--Cooksville,Liberal ,36.2
35059,Mississauga East--Cooksville,Bloc Quebecois ,0.0
35059,Mississauga East--Cooksville,Green Party ,2.2
35059,Mississauga East--Cooksville,Other ,0.5
35060,Mississauga--Erin Mills,Conservative ,46.6
35060,Mississauga--Erin Mills,NDP-New Democratic Party ,16.1
35060,Mississauga--Erin Mills,Liberal ,34.4
35060,Mississauga--Erin Mills,Bloc Quebecois ,0.0
35060,Mississauga--Erin Mills,Green Party ,2.7
35060,Mississauga--Erin Mills,Other ,0.1
35061,Mississauga--Lakeshore,Conservative ,46.9
35061,Mississauga--Lakeshore,NDP-New Democratic Party ,12.8
35061,Mississauga--Lakeshore,Liberal ,36.9
35061,Mississauga--Lakeshore,Bloc Quebecois ,0.0
35061,Mississauga--Lakeshore,Green Party ,3.1
35061,Mississauga--Lakeshore,Other ,0.4
35062,Mississauga--Malton,Conservative ,37.4
35062,Mississauga--Malton,NDP-New Democratic Party ,23.4
35062,Mississauga--Malton,Liberal ,36.8
35062,Mississauga--Malton,Bloc Quebecois ,0.0
35062,Mississauga--Malton,Green Party ,2.0
35062,Mississauga--Malton,Other ,0.3
35063,Mississauga--Streetsville,Conservative ,46.1
35063,Mississauga--Streetsville,NDP-New Democratic Party ,15.2
35063,Mississauga--Streetsville,Liberal ,35.0
35063,Mississauga--Streetsville,Bloc Quebecois ,0.0
35063,Mississauga--Streetsville,Green Party ,3.7
35063,Mississauga--Streetsville,Other ,0.0
13007,Moncton--Riverview--Dieppe,Conservative ,36.8
13007,Moncton--Riverview--Dieppe,NDP-New Democratic Party ,28.5
13007,Moncton--Riverview--Dieppe,Liberal ,30.5
13007,Moncton--Riverview--Dieppe,Bloc Quebecois ,0.0
13007,Moncton--Riverview--Dieppe,Green Party ,4.3
13007,Moncton--Riverview--Dieppe,Other ,0.0
24049,Montarville,Conservative ,9.6
24049,Montarville,NDP-New Democratic Party ,44.5
24049,Montarville,Liberal ,12.5
24049,Montarville,Bloc Quebecois ,29.1
24049,Montarville,Green Party ,2.5
24049,Montarville,Other ,1.8
24050,Montcalm,Conservative ,7.9
24050,Montcalm,NDP-New Democratic Party ,51.9
24050,Montcalm,Liberal ,4.9
24050,Montcalm,Bloc Quebecois ,31.4
24050,Montcalm,Green Party ,3.8
24050,Montcalm,Other ,0.0
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,Conservative ,36.3
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,NDP-New Democratic Party ,36.4
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,Liberal ,5.8
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,Bloc Quebecois ,20.1
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,Green Party ,1.5
24051,Montmagny--L'Islet--Kamouraska--Riviere-du-Loup,Other ,0.0
47005,Moose Jaw--Lake Centre--Lanigan,Conservative ,61.0
47005,Moose Jaw--Lake Centre--Lanigan,NDP-New Democratic Party ,32.5
47005,Moose Jaw--Lake Centre--Lanigan,Liberal ,3.8
47005,Moose Jaw--Lake Centre--Lanigan,Bloc Quebecois ,0.0
47005,Moose Jaw--Lake Centre--Lanigan,Green Party ,2.7
47005,Moose Jaw--Lake Centre--Lanigan,Other ,0.0
24052,Mount Royal,Conservative ,35.6
24052,Mount Royal,NDP-New Democratic Party ,17.9
24052,Mount Royal,Liberal ,41.4
24052,Mount Royal,Bloc Quebecois ,2.9
24052,Mount Royal,Green Party ,1.8
24052,Mount Royal,Other ,0.5
59018,Nanaimo--Ladysmith,Conservative ,40.4
59018,Nanaimo--Ladysmith,NDP-New Democratic Party ,45.3
59018,Nanaimo--Ladysmith,Liberal ,6.7
59018,Nanaimo--Ladysmith,Bloc Quebecois ,0.0
59018,Nanaimo--Ladysmith,Green Party ,7.2
59018,Nanaimo--Ladysmith,Other ,0.5
35064,Nepean,Conservative ,51.0
35064,Nepean,NDP-New Democratic Party ,17.8
35064,Nepean,Liberal ,27.1
35064,Nepean,Bloc Quebecois ,0.0
35064,Nepean,Green Party ,4.0
35064,Nepean,Other ,0.0
13008,New Brunswick Southwest,Conservative ,56.7
13008,New Brunswick Southwest,NDP-New Democratic Party ,23.3
13008,New Brunswick Southwest,Liberal ,13.6
13008,New Brunswick Southwest,Bloc Quebecois ,0.0
13008,New Brunswick Southwest,Green Party ,5.1
13008,New Brunswick Southwest,Other ,1.4
35065,Newmarket--Aurora,Conservative ,54.1
35065,Newmarket--Aurora,NDP-New Democratic Party ,15.8
35065,Newmarket--Aurora,Liberal ,23.7
35065,Newmarket--Aurora,Bloc Quebecois ,0.0
35065,Newmarket--Aurora,Green Party ,4.4
35065,Newmarket--Aurora,Other ,2.1
59019,New Westminster--Burnaby,Conservative ,34.8
59019,New Westminster--Burnaby,NDP-New Democratic Party ,51.8
59019,New Westminster--Burnaby,Liberal ,8.7
59019,New Westminster--Burnaby,Bloc Quebecois ,0.0
59019,New Westminster--Burnaby,Green Party ,4.3
59019,New Westminster--Burnaby,Other ,0.4
35066,Niagara Centre,Conservative ,39.1
35066,Niagara Centre,NDP-New Democratic Party ,43.2
35066,Niagara Centre,Liberal ,14.4
35066,Niagara Centre,Bloc Quebecois ,0.0
35066,Niagara Centre,Green Party ,2.5
35066,Niagara Centre,Other ,0.9
35067,Niagara Falls,Conservative ,53.3
35067,Niagara Falls,NDP-New Democratic Party ,23.5
35067,Niagara Falls,Liberal ,18.9
35067,Niagara Falls,Bloc Quebecois ,0.0
35067,Niagara Falls,Green Party ,3.9
35067,Niagara Falls,Other ,0.5
35068,Niagara West,Conservative ,59.5
35068,Niagara West,NDP-New Democratic Party ,19.2
35068,Niagara West,Liberal ,14.3
35068,Niagara West,Bloc Quebecois ,0.0
35068,Niagara West,Green Party ,4.5
35068,Niagara West,Other ,2.5
35069,Nickel Belt,Conservative ,28.0
35069,Nickel Belt,NDP-New Democratic Party ,55.0
35069,Nickel Belt,Liberal ,14.1
35069,Nickel Belt,Bloc Quebecois ,0.0
35069,Nickel Belt,Green Party ,2.8
35069,Nickel Belt,Other ,0.1
35070,Nipissing--Timiskaming,Conservative ,36.4
35070,Nipissing--Timiskaming,NDP-New Democratic Party ,21.1
35070,Nipissing--Timiskaming,Liberal ,36.5
35070,Nipissing--Timiskaming,Bloc Quebecois ,0.0
35070,Nipissing--Timiskaming,Green Party ,6.0
35070,Nipissing--Timiskaming,Other ,0.0
59037,North Island--Powell River,Conservative ,46.0
59037,North Island--Powell River,NDP-New Democratic Party ,41.7
59037,North Island--Powell River,Liberal ,6.4
59037,North Island--Powell River,Bloc Quebecois ,0.0
59037,North Island--Powell River,Green Party ,5.2
59037,North Island--Powell River,Other ,0.7
59020,North Okanagan--Shuswap,Conservative ,55.4
59020,North Okanagan--Shuswap,NDP-New Democratic Party ,26.5
59020,North Okanagan--Shuswap,Liberal ,7.5
59020,North Okanagan--Shuswap,Bloc Quebecois ,0.0
59020,North Okanagan--Shuswap,Green Party ,10.7
59020,North Okanagan--Shuswap,Other ,0.0
35071,Northumberland--Peterborough South,Conservative ,53.4
35071,Northumberland--Peterborough South,NDP-New Democratic Party ,20.6
35071,Northumberland--Peterborough South,Liberal ,21.1
35071,Northumberland--Peterborough South,Bloc Quebecois ,0.0
35071,Northumberland--Peterborough South,Green Party ,4.7
35071,Northumberland--Peterborough South,Other ,0.3
59021,North Vancouver,Conservative ,47.6
59021,North Vancouver,NDP-New Democratic Party ,16.9
59021,North Vancouver,Liberal ,29.7
59021,North Vancouver,Bloc Quebecois ,0.0
59021,North Vancouver,Green Party ,5.2
59021,North Vancouver,Other ,0.6
61001,Northwest Territories,Conservative ,32.1
61001,Northwest Territories,NDP-New Democratic Party ,45.8
61001,Northwest Territories,Liberal ,18.4
61001,Northwest Territories,Bloc Quebecois ,0.0
61001,Northwest Territories,Green Party ,3.1
61001,Northwest Territories,Other ,0.6
24053,Notre-Dame-de-Gr•À_ce--Westmount,Conservative ,17.7
24053,Notre-Dame-de-Gr•À_ce--Westmount,NDP-New Democratic Party ,35.1
24053,Notre-Dame-de-Gr•À_ce--Westmount,Liberal ,38.2
24053,Notre-Dame-de-Gr•À_ce--Westmount,Bloc Quebecois ,4.1
24053,Notre-Dame-de-Gr•À_ce--Westmount,Green Party ,4.4
24053,Notre-Dame-de-Gr•À_ce--Westmount,Other ,0.6
62001,Nunavut,Conservative ,49.9
62001,Nunavut,NDP-New Democratic Party ,19.4
62001,Nunavut,Liberal ,28.7
62001,Nunavut,Bloc Quebecois ,0.0
62001,Nunavut,Green Party ,2.0
62001,Nunavut,Other ,0.0
35072,Oakville,Conservative ,51.6
35072,Oakville,NDP-New Democratic Party ,13.9
35072,Oakville,Liberal ,30.7
35072,Oakville,Bloc Quebecois ,0.0
35072,Oakville,Green Party ,3.7
35072,Oakville,Other ,0.0
35073,Oakville North--Burlington,Conservative ,54.2
35073,Oakville North--Burlington,NDP-New Democratic Party ,15.5
35073,Oakville North--Burlington,Liberal ,27.0
35073,Oakville North--Burlington,Bloc Quebecois ,0.0
35073,Oakville North--Burlington,Green Party ,3.1
35073,Oakville North--Burlington,Other ,0.3
35076,Orleans,Conservative ,45.2
35076,Orleans,NDP-New Democratic Party ,14.0
35076,Orleans,Liberal ,38.0
35076,Orleans,Bloc Quebecois ,0.0
35076,Orleans,Green Party ,2.9
35076,Orleans,Other ,0.0
35074,Oshawa,Conservative ,51.1
35074,Oshawa,NDP-New Democratic Party ,37.1
35074,Oshawa,Liberal ,7.7
35074,Oshawa,Bloc Quebecois ,0.0
35074,Oshawa,Green Party ,3.5
35074,Oshawa,Other ,0.6
35075,Ottawa Centre,Conservative ,21.6
35075,Ottawa Centre,NDP-New Democratic Party ,52.2
35075,Ottawa Centre,Liberal ,20.1
35075,Ottawa Centre,Bloc Quebecois ,0.0
35075,Ottawa Centre,Green Party ,5.0
35075,Ottawa Centre,Other ,1.1
35077,Ottawa South,Conservative ,33.3
35077,Ottawa South,NDP-New Democratic Party ,18.2
35077,Ottawa South,Liberal ,44.0
35077,Ottawa South,Bloc Quebecois ,0.0
35077,Ottawa South,Green Party ,3.0
35077,Ottawa South,Other ,1.5
35078,Ottawa--Vanier,Conservative ,27.9
35078,Ottawa--Vanier,NDP-New Democratic Party ,28.7
35078,Ottawa--Vanier,Liberal ,38.1
35078,Ottawa--Vanier,Bloc Quebecois ,0.0
35078,Ottawa--Vanier,Green Party ,5.1
35078,Ottawa--Vanier,Other ,0.2
35079,Ottawa West--Nepean,Conservative ,44.7
35079,Ottawa West--Nepean,NDP-New Democratic Party ,19.8
35079,Ottawa West--Nepean,Liberal ,31.5
35079,Ottawa West--Nepean,Bloc Quebecois ,0.0
35079,Ottawa West--Nepean,Green Party ,4.0
35079,Ottawa West--Nepean,Other ,0.0
24054,Outremont,Conservative ,8.0
24054,Outremont,NDP-New Democratic Party ,55.7
24054,Outremont,Liberal ,21.6
24054,Outremont,Bloc Quebecois ,11.6
24054,Outremont,Green Party ,2.2
24054,Outremont,Other ,0.9
35080,Oxford,Conservative ,59.0
35080,Oxford,NDP-New Democratic Party ,25.4
35080,Oxford,Liberal ,9.6
35080,Oxford,Bloc Quebecois ,0.0
35080,Oxford,Green Party ,4.3
35080,Oxford,Other ,1.6
24055,Papineau,Conservative ,5.0
24055,Papineau,NDP-New Democratic Party ,29.5
24055,Papineau,Liberal ,37.9
24055,Papineau,Bloc Quebecois ,24.9
24055,Papineau,Green Party ,1.9
24055,Papineau,Other ,0.8
35081,Parkdale--High Park,Conservative ,15.6
35081,Parkdale--High Park,NDP-New Democratic Party ,47.2
35081,Parkdale--High Park,Liberal ,32.9
35081,Parkdale--High Park,Bloc Quebecois ,0.0
35081,Parkdale--High Park,Green Party ,3.3
35081,Parkdale--High Park,Other ,1.1
35082,Parry Sound--Muskoka,Conservative ,55.7
35082,Parry Sound--Muskoka,NDP-New Democratic Party ,24.2
35082,Parry Sound--Muskoka,Liberal ,11.5
35082,Parry Sound--Muskoka,Bloc Quebecois ,0.0
35082,Parry Sound--Muskoka,Green Party ,8.1
35082,Parry Sound--Muskoka,Other ,0.5
48028,Peace River--Westlock,Conservative ,77.8
48028,Peace River--Westlock,NDP-New Democratic Party ,13.0
48028,Peace River--Westlock,Liberal ,3.6
48028,Peace River--Westlock,Bloc Quebecois ,0.0
48028,Peace River--Westlock,Green Party ,3.9
48028,Peace River--Westlock,Other ,1.7
35083,Perth--Wellington,Conservative ,54.5
35083,Perth--Wellington,NDP-New Democratic Party ,21.3
35083,Perth--Wellington,Liberal ,18.0
35083,Perth--Wellington,Bloc Quebecois ,0.0
35083,Perth--Wellington,Green Party ,4.6
35083,Perth--Wellington,Other ,1.7
35084,Peterborough--Kawartha,Conservative ,49.6
35084,Peterborough--Kawartha,NDP-New Democratic Party ,25.0
35084,Peterborough--Kawartha,Liberal ,21.3
35084,Peterborough--Kawartha,Bloc Quebecois ,0.0
35084,Peterborough--Kawartha,Green Party ,3.7
35084,Peterborough--Kawartha,Other ,0.5
35085,Pickering--Uxbridge,Conservative ,46.0
35085,Pickering--Uxbridge,NDP-New Democratic Party ,15.7
35085,Pickering--Uxbridge,Liberal ,33.6
35085,Pickering--Uxbridge,Bloc Quebecois ,0.0
35085,Pickering--Uxbridge,Green Party ,4.5
35085,Pickering--Uxbridge,Other ,0.2
24014,Pierre-Boucher--Les Patriotes--Vercheres,Conservative ,8.4
24014,Pierre-Boucher--Les Patriotes--Vercheres,NDP-New Democratic Party ,44.8
24014,Pierre-Boucher--Les Patriotes--Vercheres,Liberal ,9.9
24014,Pierre-Boucher--Les Patriotes--Vercheres,Bloc Quebecois ,34.2
24014,Pierre-Boucher--Les Patriotes--Vercheres,Green Party ,2.1
24014,Pierre-Boucher--Les Patriotes--Vercheres,Other ,0.5
24056,Pierrefonds--Dollard,Conservative ,26.9
24056,Pierrefonds--Dollard,NDP-New Democratic Party ,34.1
24056,Pierrefonds--Dollard,Liberal ,30.5
24056,Pierrefonds--Dollard,Bloc Quebecois ,5.0
24056,Pierrefonds--Dollard,Green Party ,3.6
24056,Pierrefonds--Dollard,Other ,0.0
59022,Pitt Meadows--Maple Ridge,Conservative ,54.8
59022,Pitt Meadows--Maple Ridge,NDP-New Democratic Party ,34.9
59022,Pitt Meadows--Maple Ridge,Liberal ,5.4
59022,Pitt Meadows--Maple Ridge,Bloc Quebecois ,0.0
59022,Pitt Meadows--Maple Ridge,Green Party ,4.9
59022,Pitt Meadows--Maple Ridge,Other ,0.0
24057,Pontiac,Conservative ,26.2
24057,Pontiac,NDP-New Democratic Party ,47.3
24057,Pontiac,Liberal ,15.2
24057,Pontiac,Bloc Quebecois ,9.5
24057,Pontiac,Green Party ,1.6
24057,Pontiac,Other ,0.2
46007,Portage--Lisgar,Conservative ,75.8
46007,Portage--Lisgar,NDP-New Democratic Party ,10.2
46007,Portage--Lisgar,Liberal ,6.0
46007,Portage--Lisgar,Bloc Quebecois ,0.0
46007,Portage--Lisgar,Green Party ,5.6
46007,Portage--Lisgar,Other ,2.4
59023,Port Moody--Coquitlam,Conservative ,46.5
59023,Port Moody--Coquitlam,NDP-New Democratic Party ,40.5
59023,Port Moody--Coquitlam,Liberal ,8.5
59023,Port Moody--Coquitlam,Bloc Quebecois ,0.0
59023,Port Moody--Coquitlam,Green Party ,4.3
59023,Port Moody--Coquitlam,Other ,0.3
24058,Portneuf--Jacques-Cartier,Conservative ,0.0
24058,Portneuf--Jacques-Cartier,NDP-New Democratic Party ,42.7
24058,Portneuf--Jacques-Cartier,Liberal ,6.6
24058,Portneuf--Jacques-Cartier,Bloc Quebecois ,20.5
24058,Portneuf--Jacques-Cartier,Green Party ,2.4
24058,Portneuf--Jacques-Cartier,Other ,27.8
47006,Prince Albert,Conservative ,62.4
47006,Prince Albert,NDP-New Democratic Party ,31.5
47006,Prince Albert,Liberal ,3.4
47006,Prince Albert,Bloc Quebecois ,0.0
47006,Prince Albert,Green Party ,2.2
47006,Prince Albert,Other ,0.4
59024,Prince George--Peace River--Northern Rockies,Conservative ,61.9
59024,Prince George--Peace River--Northern Rockies,NDP-New Democratic Party ,25.9
59024,Prince George--Peace River--Northern Rockies,Liberal ,5.2
59024,Prince George--Peace River--Northern Rockies,Bloc Quebecois ,0.0
59024,Prince George--Peace River--Northern Rockies,Green Party ,6.1
59024,Prince George--Peace River--Northern Rockies,Other ,1.1
46008,Provencher,Conservative ,70.4
46008,Provencher,NDP-New Democratic Party ,18.2
46008,Provencher,Liberal ,6.7
46008,Provencher,Bloc Quebecois ,0.0
46008,Provencher,Green Party ,3.0
46008,Provencher,Other ,1.8
24059,Quebec,Conservative ,17.8
24059,Quebec,NDP-New Democratic Party ,42.6
24059,Quebec,Liberal ,9.0
24059,Quebec,Bloc Quebecois ,28.0
24059,Quebec,Green Party ,2.2
24059,Quebec,Other ,0.4
48030,Red Deer--Lacombe,Conservative ,77.4
48030,Red Deer--Lacombe,NDP-New Democratic Party ,14.3
48030,Red Deer--Lacombe,Liberal ,3.6
48030,Red Deer--Lacombe,Bloc Quebecois ,0.0
48030,Red Deer--Lacombe,Green Party ,4.7
48030,Red Deer--Lacombe,Other ,0.0
48029,Red Deer--Mountain View,Conservative ,79.4
48029,Red Deer--Mountain View,NDP-New Democratic Party ,11.9
48029,Red Deer--Mountain View,Liberal ,3.5
48029,Red Deer--Mountain View,Bloc Quebecois ,0.0
48029,Red Deer--Mountain View,Green Party ,5.0
48029,Red Deer--Mountain View,Other ,0.1
47007,Regina--Lewvan,Conservative ,43.9
47007,Regina--Lewvan,NDP-New Democratic Party ,45.2
47007,Regina--Lewvan,Liberal ,8.2
47007,Regina--Lewvan,Bloc Quebecois ,0.0
47007,Regina--Lewvan,Green Party ,2.8
47007,Regina--Lewvan,Other ,0.0
47008,Regina--Qu'Appelle,Conservative ,53.2
47008,Regina--Qu'Appelle,NDP-New Democratic Party ,38.6
47008,Regina--Qu'Appelle,Liberal ,4.8
47008,Regina--Qu'Appelle,Bloc Quebecois ,0.0
47008,Regina--Qu'Appelle,Green Party ,3.0
47008,Regina--Qu'Appelle,Other ,0.4
47009,Regina--Wascana,Conservative ,35.7
47009,Regina--Wascana,NDP-New Democratic Party ,20.1
47009,Regina--Wascana,Liberal ,41.8
47009,Regina--Wascana,Bloc Quebecois ,0.0
47009,Regina--Wascana,Green Party ,2.5
47009,Regina--Wascana,Other ,0.0
35086,Renfrew--Nipissing--Pembroke,Conservative ,53.4
35086,Renfrew--Nipissing--Pembroke,NDP-New Democratic Party ,13.4
35086,Renfrew--Nipissing--Pembroke,Liberal ,12.7
35086,Renfrew--Nipissing--Pembroke,Bloc Quebecois ,0.0
35086,Renfrew--Nipissing--Pembroke,Green Party ,1.7
35086,Renfrew--Nipissing--Pembroke,Other ,18.7
24060,Repentigny,Conservative ,7.5
24060,Repentigny,NDP-New Democratic Party ,52.1
24060,Repentigny,Liberal ,7.9
24060,Repentigny,Bloc Quebecois ,30.8
24060,Repentigny,Green Party ,1.7
24060,Repentigny,Other ,0.0
24061,Richmond--Arthabaska,Conservative ,24.7
24061,Richmond--Arthabaska,NDP-New Democratic Party ,32.5
24061,Richmond--Arthabaska,Liberal ,7.0
24061,Richmond--Arthabaska,Bloc Quebecois ,33.8
24061,Richmond--Arthabaska,Green Party ,2.1
24061,Richmond--Arthabaska,Other ,0.0
59025,Richmond Centre,Conservative ,58.1
59025,Richmond Centre,NDP-New Democratic Party ,18.2
59025,Richmond Centre,Liberal ,18.7
59025,Richmond Centre,Bloc Quebecois ,0.0
59025,Richmond Centre,Green Party ,5.0
59025,Richmond Centre,Other ,0.0
35087,Richmond Hill,Conservative ,43.5
35087,Richmond Hill,NDP-New Democratic Party ,17.0
35087,Richmond Hill,Liberal ,35.6
35087,Richmond Hill,Bloc Quebecois ,0.0
35087,Richmond Hill,Green Party ,3.8
35087,Richmond Hill,Other ,0.0
24018,Rimouski-Neigette--Temiscouata--Les Basques,Conservative ,14.6
24018,Rimouski-Neigette--Temiscouata--Les Basques,NDP-New Democratic Party ,43.0
24018,Rimouski-Neigette--Temiscouata--Les Basques,Liberal ,9.6
24018,Rimouski-Neigette--Temiscouata--Les Basques,Bloc Quebecois ,30.8
24018,Rimouski-Neigette--Temiscouata--Les Basques,Green Party ,2.0
24018,Rimouski-Neigette--Temiscouata--Les Basques,Other ,0.0
24062,Riviere-des-Mille-•À_les,Conservative ,10.3
24062,Riviere-des-Mille-•À_les,NDP-New Democratic Party ,49.1
24062,Riviere-des-Mille-•À_les,Liberal ,11.1
24062,Riviere-des-Mille-•À_les,Bloc Quebecois ,27.1
24062,Riviere-des-Mille-•À_les,Green Party ,2.4
24062,Riviere-des-Mille-•À_les,Other ,0.0
24063,Riviere-du-Nord,Conservative ,8.4
24063,Riviere-du-Nord,NDP-New Democratic Party ,55.1
24063,Riviere-du-Nord,Liberal ,6.5
24063,Riviere-du-Nord,Bloc Quebecois ,28.2
24063,Riviere-du-Nord,Green Party ,1.8
24063,Riviere-du-Nord,Other ,0.0
24064,Rosemont--La Petite-Patrie,Conservative ,4.3
24064,Rosemont--La Petite-Patrie,NDP-New Democratic Party ,51.1
24064,Rosemont--La Petite-Patrie,Liberal ,9.1
24064,Rosemont--La Petite-Patrie,Bloc Quebecois ,32.8
