Geo_Code,FED_Name,TotPopPrivateHouseholdsByReligion,TotBuddhist,TotChristian,TotAnglican,TotBaptist,TotCatholic,TotChristianOrthodox,TotLutheran,TotPentecostal,TotPresbyterian,TotUnitedChurch,TotOtherChristian,TotHindu,TotJewish,TotMuslim,TotSikh,TotAboriginal,TotOther,TotNoReligiousAffiliation,MaleTotPopPrivateHouseholdsByReligion,MaleBuddhist,MaleChristian,MaleAnglican,MaleBaptist,MaleCatholic,MaleChristianOrthodox,MaleLutheran,MalePentecostal,MalePresbyterian,MaleUnitedChurch,MaleOtherChristian,MaleHindu,MaleJewish,MaleMuslim,MaleSikh,MaleAboriginal,MaleOther,MaleNoReligiousAffiliation,FemaleTotPopPrivateHouseholdsByReligion,FemaleBuddhist,FemaleChristian,FemaleAnglican,FemaleBaptist,FemaleCatholic,FemaleChristianOrthodox,FemaleLutheran,FemalePentecostal,FemalePresbyterian,FemaleUnitedChurch,FemaleOtherChristian,FemaleHindu,FemaleJewish,FemaleMuslim,FemaleSikh,FemaleAboriginal,FemaleOther,FemaleNoReligiousAffiliation
48014,Edmonton Centre,102075,2270,56535,3615,1670,24585,2850,2275,1430,865,5390,13850,780,870,3270,175,285,985,36900,51785,1130,26490,1655,795,11545,1305,1070,595,395,2420,6715,445,420,1960,95,95,375,20770,50290,1145,30040,1955,875,13040,1545,1210,840,465,2970,7135,335,450,1305,85,195,610,16130
48015,Edmonton Griesbach,102750,3405,58945,2800,1305,28975,3265,2290,1450,495,4990,13365,390,50,7075,190,255,645,31805,52645,1650,28865,1425,675,14445,1500,1115,695,260,2380,6360,245,40,3800,125,100,340,17485,50100,1755,30080,1370,630,14535,1765,1175,755,235,2610,7005,145,0,3265,70,150,305,14320
48016,Edmonton Manning,105350,3340,60330,2380,1630,32235,3030,1800,1750,435,4660,12395,1360,25,7855,2645,55,380,29360,52140,1675,28725,1050,755,15625,1445,825,775,210,2075,5970,725,0,3800,1435,20,155,15595,53210,1665,31605,1330,880,16605,1580,975,980,230,2585,6430,640,15,4055,1205,35,220,13765
48017,Edmonton Mill Woods,104985,1170,53775,2275,1980,24950,1330,2440,3025,815,3990,12960,5045,80,6750,12285,60,380,25450,52395,510,25830,1160,895,12045,600,1095,1515,395,1825,6310,2550,35,3320,6185,25,185,13740,52600,665,27940,1120,1085,12905,735,1345,1515,420,2160,6650,2495,40,3430,6100,30,195,11705
48018,Edmonton Riverbend,105055,1590,60630,3840,3100,24215,2180,3675,1755,1410,6695,13760,3200,210,5420,1595,85,345,31975,51205,660,28355,1790,1430,11575,1060,1790,800,655,3090,6165,1555,125,2745,815,0,125,16795,53850,930,32275,2050,1675,12640,1120,1880,955,760,3605,7590,1645,90,2675,785,55,220,15180
48019,Edmonton Strathcona,100590,1095,53105,3485,2220,22200,1965,3545,1075,670,5590,12360,1175,475,2470,200,130,1080,40850,50565,525,24730,1505,1110,10490,1010,1635,505,285,2300,5880,665,265,1405,110,65,445,22350,50020,570,28380,1975,1105,11710,950,1900,570,385,3290,6480,510,205,1070,90,65,635,18495
48020,Edmonton West,102850,1485,61760,3655,1970,27995,3035,3005,1955,855,5230,14055,1105,1665,4165,425,300,440,31505,50490,675,29075,1750,920,13780,1415,1335,875,385,2290,6320,555,765,2225,225,140,185,16645,52355,805,32685,1905,1050,14215,1620,1670,1080,465,2945,7740,555,900,1940,200,155,255,14860
48021,Edmonton--Wetaskiwin,109530,710,67470,4140,3830,23975,1410,6845,2595,780,8170,15735,1375,65,2105,1930,410,350,35115,55210,295,32670,2125,1850,11835,700,3130,1295,390,3660,7680,665,25,1130,995,180,115,19145,54320,415,34800,2010,1975,12145,710,3715,1295,385,4510,8050,710,40,970,940,230,235,15970
48022,Foothills,102365,275,68370,6030,1705,21615,475,3095,1800,1440,13015,19200,205,445,350,280,840,415,31185,51555,145,33245,2915,765,10740,225,1500,865,640,6170,9430,105,230,210,145,410,180,16895,50810,135,35130,3110,940,10875,250,1590,940,800,6840,9775,95,210,145,140,425,235,14295
48023,Fort McMurray--Cold Lake,101525,270,68425,7190,1465,35230,1385,1695,3990,605,5490,11380,1665,110,3860,350,595,370,25885,54290,125,35170,3495,830,18300,775,905,1920,345,2775,5820,955,75,2100,165,285,205,15210,47245,145,33260,3700,635,16930,605,785,2070,260,2715,5555,715,35,1760,185,310,165,10675
48024,Grande Prairie--Mackenzie,105545,120,64395,4860,2140,24320,410,3715,2995,950,7225,17785,135,80,690,240,500,385,39005,54240,70,30915,2240,1165,12020,175,1720,1285,375,3230,8700,75,75,350,130,265,225,22135,51300,50,33480,2620,975,12300,235,1990,1710,575,3990,9085,55,0,335,115,235,160,16870
48025,Lakeland,101450,210,70280,3825,2505,30175,3520,2625,2540,530,10610,13960,210,0,250,30,985,290,29185,51445,95,33930,1675,1125,15005,1770,1240,1275,195,5030,6620,90,0,175,15,520,130,16485,50000,110,36345,2150,1375,15175,1755,1385,1260,330,5580,7335,120,0,75,15,470,165,12700
48026,Lethbridge,102785,800,68435,3760,2010,20060,460,3315,1070,1335,9250,27165,485,95,610,75,60,395,31825,50715,310,32125,1655,905,9650,210,1670,495,620,4100,12815,250,40,360,30,45,195,17360,52065,495,36310,2110,1110,10410,255,1645,575,715,5145,14345,235,60,250,45,0,200,14465
48027,Medicine Hat--Cardston--Warner,97225,255,69965,3510,1450,20805,260,5940,2135,960,9315,25590,40,85,435,205,1180,220,24845,48030,110,33195,1555,625,10115,130,2585,970,455,4095,12660,15,40,240,105,620,130,13565,49200,140,36770,1955,825,10690,130,3360,1160,505,5225,12925,20,40,190,95,560,90,11280
48028,Peace River--Westlock,104745,55,72940,4400,1775,29525,345,3200,2130,770,7570,23235,70,30,370,65,440,240,30525,53570,15,36400,2135,860,14940,170,1560,990,410,3650,11685,40,0,190,25,220,95,16555,51175,40,36545,2270,910,14580,175,1635,1135,360,3925,11550,30,0,175,35,220,145,13970
48029,Red Deer--Mountain View,107610,295,69170,4185,2865,19615,360,5130,1800,1980,13825,19425,320,55,705,75,50,540,36400,53605,135,32645,1830,1365,9605,140,2255,855,955,6255,9390,140,25,340,35,15,215,20045,54005,160,36520,2355,1500,10010,215,2865,940,1020,7570,10040,175,30,360,35,35,325,16355
48030,Red Deer--Lacombe,111575,400,67190,3875,2435,20260,490,4360,1865,1685,10515,21705,60,35,365,60,3750,510,39210,56200,155,31950,1645,1195,9765,270,2195,855,710,4960,10345,35,0,230,25,1920,255,21615,55375,240,35240,2230,1240,10500,220,2165,1005,975,5550,11365,20,25,140,35,1825,255,17595
48031,St. Albert--Edmonton,104100,2140,65525,4015,1610,33555,2025,2995,2000,755,7290,11280,700,185,5815,350,95,380,28910,51215,1055,30555,1910,850,15760,975,1320,850,360,3240,5295,375,95,2960,180,20,195,15790,52885,1090,34970,2100,760,17790,1050,1680,1155,390,4050,5985,330,95,2860,165,80,185,13120
48032,Sherwood Park--Fort Saskatchewan,110290,280,74230,4655,2505,29575,1710,6055,1700,1025,11025,15985,395,65,660,555,20,355,33730,55210,120,35620,2205,1200,14245,905,2855,770,515,5190,7740,200,50,330,270,0,180,18435,55080,165,38610,2450,1300,15330,805,3195,930,510,5840,8245,195,15,330,285,0,170,15300
48033,Sturgeon River--Parkland,104455,140,68775,4520,1420,28340,1225,5700,2030,650,8715,16170,90,90,585,65,615,365,33730,52910,75,33515,2170,740,14310,600,2695,930,300,3980,7790,40,45,340,30,265,130,18480,51545,65,35260,2345,675,14030,625,3005,1105,360,4735,8375,55,40,245,35,355,240,15250
48034,Yellowhead,97255,140,56815,3950,1740,18470,555,4645,1480,1305,9010,15660,65,45,220,30,1090,380,38475,50000,70,27515,1895,780,8915,270,2310,730,590,4290,7735,35,10,105,20,550,165,21535,47255,70,29300,2055,960,9555,290,2335,750,715,4725,7920,30,30,120,0,540,215,16935
59001,Abbotsford,94625,470,51905,3270,2250,8760,475,1715,2455,890,3780,28315,1165,200,455,11780,45,615,27985,46340,220,23985,1530,1030,4050,225,820,1035,405,1470,13420,580,90,260,5845,25,185,15150,48285,245,27925,1740,1220,4715,250,890,1420,480,2305,14895,585,110,195,5940,25,425,12840
59002,Burnaby North--Seymour,99280,3560,44485,3965,1280,21120,1475,1170,750,1025,4435,9270,865,350,2875,975,30,855,45280,48870,1650,20215,1685,575,9750,650,515,355,475,1910,4295,415,160,1430,490,15,340,24155,50410,1910,24270,2280,705,11365,830,650,390,550,2520,4975,450,190,1450,480,20,510,21125
59003,Burnaby South,104180,5540,43690,2160,2030,18210,2470,1170,730,1240,3000,12680,2495,320,4610,2905,0,930,43670,50770,2290,19835,900,925,8315,1180,515,355,560,1145,5940,1265,180,2330,1485,0,380,23000,53410,3250,23855,1260,1105,9895,1285,655,375,680,1855,6740,1235,145,2280,1425,0,550,20670
59004,Cariboo--Prince George,107195,240,51865,4545,3020,16735,330,2535,1930,810,5365,16600,120,15,280,2005,530,640,51495,53715,105,24440,1920,1430,8085,155,1105,915,410,2250,8180,75,0,160,935,230,260,27500,53480,135,27425,2625,1590,8650,180,1430,1020,400,3115,8420,45,0,125,1070,295,385,24000
59005,Central Okanagan--Similkameen--Nicola,101690,285,55460,6410,3865,15890,685,3070,2160,1105,8005,14260,60,155,205,1130,450,885,43065,49415,95,24935,2790,1685,7040,370,1345,1010,505,3310,6875,30,75,85,640,215,335,23010,52275,190,30520,3625,2180,8855,315,1725,1145,595,4695,7390,30,80,120,490,235,550,20050
59006,Chilliwack--Hope,91200,410,50595,3640,1840,11930,310,2060,2040,1150,5310,22320,30,145,255,465,505,460,38340,44860,165,23765,1430,845,5790,160,990,1015,510,2245,10780,15,85,130,195,260,175,20070,46340,245,26830,2215,990,6140,145,1070,1020,640,3065,11545,20,60,120,275,250,285,18260
59007,Cloverdale--Langley City,99925,1465,48330,3620,2440,14765,760,2215,2560,1235,4555,16170,1100,220,1155,7405,50,415,39785,49300,620,22495,1510,1160,6940,345,1085,1255,565,1930,7710,590,105,545,3705,35,130,21070,50630,840,25835,2115,1285,7820,415,1130,1305,675,2620,8460,505,115,610,3695,10,280,18715
59008,Coquitlam--Port Coquitlam,109505,2340,51735,3860,2280,21290,2050,1895,1945,1295,4260,12860,1180,390,5045,1680,110,1415,45605,53625,1000,23965,1730,1055,10040,970,865,970,600,1765,5980,525,170,2500,845,50,590,23980,55875,1340,27765,2135,1225,11250,1085,1035,970,700,2500,6875,655,220,2545,840,60,830,21620
59009,Courtenay--Alberni,107825,825,48650,8270,2705,12875,270,2105,1245,1440,8990,10750,50,150,95,320,485,1320,55940,52620,375,21865,3645,1195,5995,145,865,490,655,3880,5000,20,55,45,160,215,510,29365,55205,445,26785,4630,1510,6880,125,1235,760,785,5110,5750,25,95,50,155,265,805,26570
59010,Cowichan--Malahat--Langford,97350,375,43645,7910,2570,12085,255,1350,990,1590,6365,10530,125,180,170,1155,960,1015,49725,48035,140,19715,3665,1265,5380,140,595,400,680,2615,4970,45,85,65,600,485,370,26530,49315,230,23935,4245,1305,6700,115,755,590,910,3755,5560,80,95,100,555,475,645,23195
59011,Delta,99470,1290,44685,5555,2830,14565,910,2140,905,930,5860,11000,3010,430,2015,10490,50,520,36980,49005,650,20595,2570,1285,6650,470,1055,405,425,2450,5285,1565,205,995,5210,25,240,19535,50460,640,24095,2985,1550,7910,445,1085,495,500,3410,5715,1445,225,1020,5280,30,285,17445
59012,Fleetwood--Port Kells,109125,3925,46870,1945,2395,19005,830,840,2885,1265,2580,15125,3565,115,4020,21435,40,385,28775,53910,1905,22330,950,1025,9120,445,360,1370,630,1140,7290,1765,50,2185,10540,0,205,14920,55215,2015,24545,995,1370,9880,385,480,1510,635,1440,7840,1800,65,1835,10895,30,180,13850
59013,Kamloops--Thompson--Cariboo,116565,580,55400,6730,2820,17575,395,2675,1860,1025,7040,15290,320,205,645,1205,520,890,56805,58080,275,25280,2890,1285,8390,165,1195,805,420,3150,6975,180,85,380,575,290,410,30595,58485,305,30120,3835,1535,9185,230,1475,1055,605,3885,8315,140,120,260,625,230,475,26210
59014,Kelowna--Lake Country,108390,470,57855,5335,3810,16580,745,3405,1885,700,7630,17770,470,310,365,1390,65,865,46595,53010,215,26635,2545,1715,7840,375,1610,890,310,3135,8210,195,165,210,710,0,305,24535,55380,255,31225,2785,2095,8740,370,1795,995,390,4495,9555,270,150,150,680,35,555,22060
59015,Kootenay--Columbia,105660,430,54295,5485,2005,16500,300,2970,1305,1235,9460,15040,140,185,60,295,255,910,49085,52930,220,25780,2560,960,7850,160,1445,605,530,4465,7210,70,90,40,120,115,445,26055,52730,210,28510,2920,1050,8645,145,1530,695,700,4995,7825,75,100,20,175,140,470,23030
59016,Langley--Aldergrove,101375,1275,53110,4995,2275,12865,765,2085,2745,1075,5995,20315,285,155,560,3135,40,500,42315,49970,665,24615,2195,1035,6225,385,910,1310,440,2510,9595,155,85,275,1615,10,160,22395,51405,615,28500,2795,1235,6635,385,1175,1435,635,3485,10715,130,75,290,1520,25,345,19920
59017,Mission--Matsqui--Fraser Canyon,88840,325,36560,3880,1535,8165,330,1275,1325,810,3775,15470,910,45,365,15155,990,425,34055,44500,110,17310,1770,730,4095,130,575,685,425,1610,7285,410,20,185,7575,505,190,18195,44335,220,19250,2110,800,4070,200,700,640,390,2160,8185,505,30,180,7580,480,235,15855
59018,Nanaimo--Ladysmith,112445,805,48570,7890,2255,12315,420,1965,1830,1490,8275,12125,295,120,270,1065,400,1270,59650,55015,395,21630,3305,1100,5580,190,855,830,670,3355,5740,135,45,155,530,205,575,31345,57435,410,26940,4590,1155,6740,225,1110,995,820,4920,6380,165,70,115,530,190,695,28305
59019,New Westminster--Burnaby,106780,2940,49715,3460,1845,21145,3165,1225,1440,1680,3545,12210,2620,230,5475,5575,50,640,39545,52625,1235,22980,1580,915,10060,1600,530,585,720,1500,5495,1210,105,2700,2820,20,310,21245,54155,1700,26730,1875,930,11085,1570,690,855,960,2050,6715,1405,130,2775,2750,25,335,18295
59020,North Okanagan--Shuswap,118405,635,61930,7055,3610,14120,460,3460,1840,1255,9850,20280,65,135,165,315,640,875,53650,57985,275,27935,3160,1640,6605,230,1495,805,440,4125,9440,35,60,85,180,315,370,28730,60420,355,34000,3890,1975,7515,225,1970,1035,815,5725,10845,25,80,80,135,335,505,24915
59021,North Vancouver,108530,935,51195,7580,1445,19705,1550,1745,705,1630,7130,9705,375,655,6880,665,85,1595,46135,52425,350,22740,3325,630,8845,760,740,300,710,2890,4535,175,335,3175,310,50,705,24575,56105,585,28455,4255,815,10855,790,1010,405,920,4240,5170,195,320,3705,355,35,895,21565
59022,Pitt Meadows--Maple Ridge,93085,510,44605,5040,2765,14475,940,2105,1475,1140,5105,11565,345,230,535,1425,35,690,44710,45850,210,20715,2120,1300,7140,545,950,655,465,2125,5415,185,105,275,650,15,245,23445,47235,300,23895,2920,1470,7335,400,1155,825,670,2980,6150,160,120,260,780,15,435,21265
59023,Port Moody--Coquitlam,106905,1645,53620,3915,1985,23645,2815,1655,920,1710,5385,11590,745,365,3610,1195,20,1025,44680,53285,795,25030,1735,880,11250,1440,755,450,785,2385,5360,350,210,1795,600,0,460,24040,53620,855,28590,2180,1105,12395,1370,900,470,925,3005,6235,395,150,1815,595,20,565,20645
59024,Prince George--Peace River--Northern Rockies,105295,205,49440,4410,2825,14965,250,2075,2375,720,4700,17125,295,80,165,360,485,505,53760,53985,75,23465,1950,1270,7545,105,925,1040,330,2025,8280,165,50,95,180,250,220,29490,51310,130,25980,2460,1555,7415,145,1150,1340,395,2675,8845,135,35,65,180,235,280,24270
59025,Richmond Centre,93175,6330,35000,2355,1780,14530,1115,780,565,590,2555,10720,1005,1795,2190,1635,0,415,44790,44510,2815,15485,1020,735,6445,540,335,230,285,1125,4775,495,925,1135,885,0,175,22590,48660,3515,19510,1335,1045,8090,575,445,340,305,1430,5945,515,875,1055,755,0,240,22200
59026,Esquimalt--Saanich--Sooke,111505,1005,47950,8825,2855,15330,550,1440,1405,1390,6205,9950,315,260,510,1580,145,1100,58645,54640,435,21510,3815,1215,7145,260,645,600,700,2605,4515,160,95,280,740,40,460,30910,56870,570,26440,5010,1640,8180,295,790,805,685,3605,5430,160,160,230,835,100,640,27735
59027,Saanich--Gulf Islands,102085,1370,47885,10820,2230,12405,390,1685,1095,1525,7960,9780,370,650,625,1205,295,1345,48330,49395,660,21355,4865,1005,5475,200,645,440,595,3415,4715,225,285,325,585,185,520,25260,52690,715,26530,5955,1215,6930,190,1040,655,925,4550,5065,140,365,295,620,115,830,23070
59028,Skeena--Bulkley Valley,89755,485,47920,7870,1445,15645,145,1305,2480,470,7005,11560,150,85,80,835,615,550,39050,45860,245,22960,3670,705,7690,65,640,1210,225,3210,5550,65,25,40,380,320,265,21545,43890,230,24955,4200,735,7960,75,670,1270,250,3790,6005,75,60,35,450,295,280,17505
59029,South Okanagan--West Kootenay,109215,445,56350,5720,2500,16150,525,2950,1945,1420,8955,16180,190,40,25,2025,430,1160,48545,53370,200,26070,2415,1110,7810,285,1415,925,650,3725,7740,105,15,15,1035,220,400,25310,55845,245,30280,3310,1395,8340,245,1535,1015,770,5230,8440,90,20,15,990,210,755,23235
59030,South Surrey--White Rock,91965,1330,47905,6165,2390,13895,1050,2540,815,1255,7025,12765,485,600,1035,3945,0,675,35980,43585,540,21195,2705,1080,6320,395,1015,385,540,2895,5855,250,340,500,2005,0,205,18550,48380,790,26710,3460,1305,7580,655,1525,425,715,4135,6910,225,265,540,1940,0,470,17435
59031,Steveston--Richmond East,96135,6000,36035,2640,1890,15430,1330,745,840,505,2365,10280,1670,1090,3335,5525,25,445,42015,46495,2600,16490,1155,845,7120,635,380,395,215,1030,4720,790,595,1720,2760,0,195,21335,49635,3395,19540,1485,1055,8310,695,365,445,290,1335,5560,880,495,1620,2760,0,245,20680
59032,Surrey Centre,109915,3330,38265,2065,1880,15665,1035,935,1380,720,2205,12375,5415,210,4985,26035,75,580,31025,55835,1590,18300,955,925,7300,490,440,630,350,1050,6160,2725,120,2480,13085,0,275,17215,54080,1740,19970,1110,955,8365,545,495,755,370,1155,6220,2690,85,2505,12955,25,305,13810
59033,Surrey--Newton,104445,1145,22995,1950,945,8940,415,535,895,405,1960,6945,6430,120,7530,46320,65,280,19570,51875,540,10490,775,385,4230,210,270,415,125,780,3305,3235,60,3680,23270,30,115,10460,52570,610,12505,1175,560,4715,205,265,485,285,1180,3645,3195,60,3845,23045,35,165,9105
59034,Vancouver Centre,101040,2670,36930,3535,890,16195,2690,925,450,905,3145,8195,760,1725,5285,530,20,1185,51930,52180,1095,17860,1725,365,7930,1370,445,255,495,1470,3805,440,860,2830,255,0,590,28235,48860,1570,19065,1810,525,8265,1320,480,190,405,1675,4390,325,870,2450,270,15,595,23695
59035,Vancouver East,103920,7190,34650,2245,1415,18510,995,585,700,420,1465,8315,380,930,1555,390,320,1295,57220,51815,3140,15815,1040,665,8550,510,325,280,185,610,3655,215,475,900,160,165,590,30355,52105,4055,18840,1210,755,9960,485,270,415,235,855,4655,160,450,650,225,160,705,26860
59036,Vancouver Granville,98170,4500,35335,3785,1630,14845,1420,860,405,895,3165,8325,870,3355,1575,825,35,975,50700,45710,1910,15150,1705,740,6335,640,475,125,355,1235,3535,455,1600,755,390,35,395,25025,52460,2590,20185,2080,885,8515,775,390,280,545,1925,4785,420,1755,815,435,0,585,25675
59037,North Island--Powell River,101800,630,44390,7310,2710,12375,170,1895,1850,965,6795,10325,105,160,30,40,365,1000,55080,50790,315,20045,3145,1215,5730,100,875,790,405,2790,4995,55,60,25,15,170,405,29710,51010,315,24340,4165,1490,6645,70,1015,1060,560,3995,5330,55,105,10,25,195,595,25375
59038,Vancouver Kingsway,101495,9635,37135,1325,1430,21970,850,475,730,235,1195,8920,2545,720,1475,2690,110,665,46515,49360,4340,16695,575,685,10000,415,205,285,95,480,3950,1305,360,775,1275,50,325,24230,52140,5295,20440,745,745,11965,430,270,440,145,715,4975,1240,365,695,1415,60,340,22285
59039,Vancouver Quadra,100320,3235,39225,6375,1425,13950,1965,1095,310,1255,4775,8090,475,3470,1615,630,210,815,50640,47590,1390,16920,2725,560,6175,865,460,130,530,1920,3560,240,1645,805,340,105,345,25785,52735,1840,22305,3650,865,7770,1100,635,170,725,2855,4530,240,1825,810,290,105,470,24850
59040,Vancouver South,99010,6735,35015,1435,1975,17685,770,640,735,480,1675,9630,3320,510,2320,11895,25,405,38795,48155,2880,15625,565,870,8145,360,305,305,235,635,4215,1685,225,1060,6220,0,140,20310,50855,3855,19385,865,1115,9535,410,335,430,250,1035,5415,1635,285,1260,5670,15,265,18485
59041,Victoria,106060,1615,42200,9095,1705,12805,740,1475,730,1570,5870,8215,375,855,1225,425,110,2070,57175,49995,735,18335,3950,760,5680,385,600,345,630,2345,3635,200,390,555,185,20,790,28785,56060,880,23860,5135,950,7120,355,875,385,945,3530,4570,180,465,670,240,95,1280,28390
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,110805,1495,47025,9540,1795,14750,725,1710,690,1195,7515,9110,295,1160,3630,1060,585,885,54670,54320,700,21115,4090,770,6625,415,645,305,660,3300,4310,145,580,1775,510,280,360,28870,56485,800,25915,5445,1020,8125,310,1065,390,530,4220,4805,155,580,1860,550,305,525,25800
60001,Yukon,33320,290,15380,2745,760,6120,160,405,605,175,1470,2940,160,20,40,90,395,300,16630,16785,140,7395,1335,415,2825,115,185,300,70,630,1515,80,10,15,50,215,145,8730,16535,150,7985,1405,340,3290,45,220,305,110,840,1420,80,10,25,35,185,155,7905
61001,Northwest Territories,40800,175,27050,4170,540,15800,135,335,890,100,1065,4015,70,35,275,20,505,220,12450,20635,90,13225,2035,265,7730,60,180,420,60,500,1985,45,20,155,0,245,125,6730,20165,85,13825,2140,270,8075,75,155,475,45,565,2030,25,15,120,10,260,95,5725
62001,Nunavut,31700,20,27255,15940,90,7590,20,40,1560,35,235,1750,30,10,50,10,135,80,4105,16250,10,13910,8070,50,3945,15,15,775,15,110,905,20,10,30,10,70,35,2165,15445,15,13345,7875,35,3640,0,25,775,20,120,840,15,0,20,0,65,50,1930
