Geo_Code,FED_Name,TotIncome2010Pop15YearsAndOver,Under5000,5000To9999,10000To14999,15000To19999,20000To29999,30000To39999,40000To49999,50000To59999,60000To79999,80000To99999,100000To124999,125000AndOver,MaleTotIncome2010Pop15YearsAndOver,MaleUnder5000,Male5000To9999,Male10000To14999,Male15000To19999,Male20000To29999,Male30000To39999,Male40000To49999,Male50000To59999,Male60000To79999 ,Male80000To99999,Male100000To124999,Male125000AndOver,FemaleTotIncome2010Pop15YearsAndOver,FemaleUnder5000,Female5000To9999,Female10000To14999,Female15000To19999,Female20000To29999,Female30000To39999,Female40000To49999,Female50000To59999,Female60000To79999,Female80000To99999,Female100000To124999,Female125000AndOver
47008,Regina--Qu'Appelle,56730,5165,3710,4310,6065,7990,7555,5455,4120,5000,2300,1320,955,27840,2780,1245,1695,2455,3220,3765,2725,2280,3120,1520,1050,765,28895,2385,2465,2615,3610,4770,3790,2730,1840,1880,780,265,195
47009,Regina--Wascana,62880,5080,3600,4040,4510,7875,7365,6050,5240,7605,4050,2360,2675,30530,2445,1305,1530,1670,3585,3405,2865,2660,4220,2260,1575,1925,32350,2635,2295,2515,2845,4295,3955,3180,2585,3380,1790,785,755
47010,Saskatoon--Grasswood,60170,4490,3620,4215,4580,7800,7500,6095,4915,6655,3470,2135,2385,28790,2115,1265,1395,1635,3025,3105,3055,2610,3910,2200,1580,1865,31380,2375,2355,2815,2940,4780,4395,3040,2305,2745,1275,555,520
47011,Saskatoon--University,62205,5250,4050,4285,4365,6875,7000,6300,5055,6955,4155,2515,2810,30520,2385,1490,1730,1920,2755,2950,2970,2580,4080,2420,1750,2195,31685,2865,2560,2550,2440,4125,4050,3330,2475,2870,1730,765,615
47012,Saskatoon West,60660,4885,3500,5605,6185,9105,8265,6590,4825,4690,2005,1040,710,29650,2565,1250,2110,2160,3740,3820,3730,2635,3280,1420,830,605,31005,2320,2250,3490,4025,5370,4450,2855,2190,1410,575,210,110
47013,Souris--Moose Mountain,56250,4400,3315,4265,5245,7255,6845,5475,3990,5875,3180,2130,2200,28720,2190,1105,1410,1980,2740,2925,3015,2420,3725,2505,1810,1975,27530,2210,2215,2855,3265,4520,3920,2455,1575,2155,675,315,225
47014,Yorkton--Melville,57715,5000,4120,4795,8190,8655,7005,5330,3465,4120,2375,1245,1050,28630,2510,1420,1785,3415,3665,3485,3110,2170,2705,1530,990,920,29085,2485,2705,3005,4780,4985,3520,2215,1295,1415,840,260,125
48001,Banff--Airdrie,80545,7430,4590,4475,4815,8280,7855,7600,6420,9520,6195,4080,5600,40370,3445,1330,1510,1710,3260,3410,3425,3380,5750,4045,2955,4520,40175,3990,3255,2965,3105,5020,4440,4170,3040,3770,2145,1120,1080
48002,Battle River--Crowfoot,82290,6460,5015,6320,7450,12700,9265,7690,5510,8120,4950,2770,2560,41400,2805,1540,2565,2980,5285,4230,3935,3265,5500,3440,2115,2210,40890,3655,3470,3760,4470,7415,5030,3750,2240,2620,1515,650,350
48003,Bow River,75820,6905,4765,5565,5250,9735,7765,7475,5895,7875,5075,2780,2975,38650,3290,1265,1965,2065,3970,3725,4100,3720,5265,3235,2130,2495,37165,3605,3505,3605,3180,5770,4040,3380,2180,2610,1845,650,480
48004,Calgary Centre,94565,8015,4405,5915,6960,11010,9510,8210,7170,10210,6300,4195,9310,48460,4100,1770,2685,2880,4905,4460,4215,3885,5655,3530,2385,6545,46095,3915,2625,3235,4080,6100,5050,3995,3285,4555,2775,1805,2760
48005,Calgary Confederation,95220,9275,5320,6635,6670,10710,9700,8165,6840,9425,6865,4350,7785,47510,4580,1900,2935,2725,4860,4770,4005,3490,4820,3765,2480,5690,47710,4690,3425,3700,3940,5845,4930,4155,3350,4610,3105,1870,2100
48006,Calgary Forest Lawn,87615,9370,6100,7945,7705,12485,11290,9970,5955,6615,2775,970,885,44840,4785,2230,3185,3355,5650,5980,5615,3835,4425,1860,770,710,42775,4585,3870,4760,4355,6830,5305,4355,2115,2190,915,205,175
48007,Calgary Heritage,88865,8155,5170,5725,5300,9890,8575,8460,6660,9610,6425,3950,6825,43690,3730,1790,2020,2080,4010,3680,3760,3365,5415,3910,2565,5350,45175,4425,3380,3705,3215,5880,4900,4700,3290,4195,2515,1385,1475
48008,Calgary Midnapore,90305,9025,5225,5505,5625,9250,8765,8560,6595,10005,6305,4655,6170,44855,3860,1700,2200,2100,3645,3805,3730,3580,5820,3975,3395,5125,45450,5165,3520,3300,3525,5610,4955,4825,3015,4185,2335,1260,1050
48009,Calgary Nose Hill,88995,9220,5575,5855,6045,9500,8385,8300,6755,9270,6120,3760,5355,43610,4360,2025,2325,2405,3990,3755,3895,3485,4965,3550,2665,3980,45390,4865,3555,3525,3640,5510,4630,4405,3275,4305,2570,1095,1375
48010,Calgary Rocky Ridge,84385,8245,4985,4870,4220,7370,6810,7160,6225,9835,7900,4765,7505,41230,3355,1580,1860,1500,2750,2525,3235,2850,5525,4590,3205,6190,43155,4890,3410,3010,2720,4620,4285,3920,3375,4310,3315,1560,1320
48011,Calgary Shepard,85950,7390,4430,4665,4440,8085,8625,9095,7420,11600,6690,4205,5145,43290,3195,1300,1830,1590,3060,3645,4230,4090,7145,4280,3005,3975,42665,4200,3125,2835,2850,5025,4980,4865,3325,4455,2410,1200,1165
48012,Calgary Signal Hill,86835,8420,5075,5355,4625,8850,7535,7060,6260,8690,6475,4815,9880,41745,3760,1880,2005,1515,3320,3370,3165,2845,4460,3345,2850,7545,45085,4660,3200,3345,3110,5530,4165,3895,3415,4225,3125,1965,2330
48013,Calgary Skyview,83120,8785,5550,6760,6020,10180,10045,9225,6730,7225,3725,1630,1235,41655,3890,1830,2885,2595,4505,5120,4995,4240,4540,2585,1180,920,41465,4900,3715,3875,3420,5685,4925,4230,2495,2685,1140,445,315
48014,Edmonton Centre,91300,8195,4990,7970,7185,12165,10345,8865,7420,9210,5380,2870,3630,46305,4105,2080,3450,2930,5140,5150,4525,4465,5600,3265,1700,2525,45000,4095,2910,4530,4250,7030,5195,4345,2955,3610,2110,1170,1105
48015,Edmonton Griesbach,86250,7505,5460,8155,8075,12730,9900,8720,6930,8030,3705,1660,1285,44070,3870,1955,3220,2910,5615,4885,4600,4355,5595,2725,1405,1070,42180,3635,3500,4935,5170,7120,5020,4120,2570,2435,980,260,215
48016,Edmonton Manning,84825,7675,5390,6125,6200,9985,8100,9065,7370,9775,5365,2760,2005,41605,3675,1600,2255,2375,4090,3650,4070,3855,6325,3765,2150,1750,43225,3995,3790,3870,3825,5895,4445,5000,3510,3450,1605,610,255
48017,Edmonton Mill Woods,83295,7965,4940,6075,5975,10545,8850,8530,6770,8990,5035,2870,1900,41275,3550,1660,2355,2530,4105,3865,4200,3625,5945,3495,2180,1680,42020,4410,3285,3725,3445,6440,4980,4330,3145,3050,1540,690,220
48018,Edmonton Riverbend,85710,8255,4865,5275,4635,8225,7820,7120,6640,9605,7495,4590,6985,41615,3615,1705,1965,1685,3065,3230,3035,3425,5290,4470,3045,5440,44095,4645,3160,3310,2955,5155,4595,4085,3210,4305,3020,1550,1545
48019,Edmonton Strathcona,88520,7935,5175,7475,6910,10315,9415,8000,6830,9495,6260,3690,3960,44590,3905,2020,3075,2940,4360,4560,3980,3815,5760,3650,2350,2920,43930,4030,3160,4395,3970,5955,4850,4020,3010,3740,2605,1340,1040
48020,Edmonton West,84845,7360,4590,5830,5950,10340,9435,8730,6630,9335,5745,3425,3645,41280,3570,1605,2235,2185,4325,3920,3780,3325,5640,3585,2400,2950,43565,3795,2985,3590,3760,6020,5515,4950,3305,3700,2165,1020,695
48021,Edmonton--Wetaskiwin,86155,7540,4645,5690,5895,8915,8430,8735,7220,10165,6825,4235,4205,43010,3260,1365,1710,2040,3305,3315,4065,4070,6600,4845,3400,3605,43140,4285,3280,3980,3860,5610,5120,4675,3150,3570,1985,830,600
48022,Foothills,82455,8195,5340,6080,5440,10135,7835,7065,5475,7865,5360,3445,6385,40990,3370,1600,1905,2010,3975,3540,3680,2990,4970,3710,2540,5015,41465,4825,3735,4175,3425,6160,4300,3385,2480,2890,1655,905,1375
48023,Fort McMurray--Cold Lake,80650,7055,4215,4100,4025,5920,5560,4870,4370,8685,5630,5895,16100,43680,3090,1210,1515,1395,2095,2165,2075,2035,4615,3455,4210,14280,36970,3960,3005,2580,2630,3830,3395,2795,2340,4070,2175,1680,1815
48024,Grande Prairie--Mackenzie,81465,7300,4680,5650,5400,9045,8300,6885,6145,9215,6860,4395,3605,41895,3140,1270,1835,1890,3370,3300,3265,3530,6365,5135,3790,3275,39570,4160,3405,3810,3515,5670,5000,3620,2610,2850,1730,605,325
48025,Lakeland,80250,6650,4935,6570,7380,10970,8045,7065,5520,7495,5100,3200,3600,40845,2955,1590,2275,2750,4720,3830,3550,3315,5115,3625,2440,3145,39410,3690,3350,4290,4630,6255,4215,3515,2200,2385,1475,765,455
48026,Lethbridge,84000,6785,5675,7495,7055,12120,10165,9190,6820,7485,4040,2105,1985,40995,2910,1770,2685,2720,4900,5040,4935,4015,5065,2525,1550,1515,43005,3875,3905,4810,4340,7215,5125,4260,2800,2425,1520,555,465
48027,Medicine Hat--Cardston--Warner,77075,7850,5115,6425,6355,11575,8445,7110,5410,6595,4345,2365,2080,37990,3955,1350,2115,2075,4945,3740,3860,3225,4580,2900,2030,1840,39085,3895,3765,4310,4280,6635,4705,3250,2185,2015,1445,335,235
48028,Peace River--Westlock,79335,7445,5415,6275,6240,10435,9390,6420,5355,7395,5115,2890,2355,40505,3255,1745,2175,2440,4215,4470,3350,3150,5415,3690,2435,2015,38825,4185,3670,4105,3800,6220,4925,3075,2195,1980,1420,455,340
48029,Red Deer--Mountain View,87330,7615,5650,6435,6370,11665,8790,8070,7360,8610,5925,3480,3885,43245,3030,2030,2035,2225,4685,3915,3525,4535,5475,4075,2795,3465,44080,4585,3620,4405,4150,6980,4875,4540,2830,3135,1850,690,420
48030,Red Deer--Lacombe,87900,9005,5570,6670,6685,11275,9885,8400,6235,7885,5530,3160,2810,43955,3985,1715,2390,2530,4255,4385,4160,3670,5420,3995,2680,2530,43945,5020,3855,4280,4160,7020,5495,4240,2555,2465,1535,480,280
48031,St. Albert--Edmonton,83610,6780,4580,5605,5415,8410,7520,7395,7505,10660,6970,4310,4565,40760,2985,1425,1950,1885,3135,2995,3340,3640,6220,4345,3245,3810,42855,3795,3160,3650,3530,5275,4530,4055,3865,4435,2625,1065,750
48032,Sherwood Park--Fort Saskatchewan,88795,7800,4915,5350,4700,8515,7810,7315,6875,10575,7735,5985,7320,44125,3120,1480,1730,1525,2785,3055,3225,3385,6185,5025,4615,6280,44670,4680,3435,3620,3170,5730,4760,4090,3495,4390,2710,1370,1050
48033,Sturgeon River--Parkland,82425,7055,4670,5150,5100,8435,7865,7585,6620,9785,6800,4325,4675,41605,2805,1370,1555,1690,3115,3155,3590,3395,6500,5020,3525,4045,40815,4245,3305,3595,3405,5320,4710,3995,3220,3290,1780,795,635
48034,Yellowhead,78030,7195,4640,6050,6015,10420,7420,6215,5160,8405,5495,3870,3535,40175,2875,1175,1970,2155,4140,3510,3045,2990,6105,4295,3335,3065,37860,4320,3465,4075,3860,6280,3910,3170,2170,2300,1200,535,465
59001,Abbotsford,77240,7740,5470,8035,7530,11040,8770,7115,5435,6475,2930,1545,1445,37430,3850,1740,2965,2935,4700,4125,3675,3110,4390,1970,1205,1210,39815,3885,3730,5070,4590,6340,4645,3440,2325,2085,965,340,240
59002,Burnaby North--Seymour,84455,11200,5940,6605,6780,9540,8910,7460,5455,8005,4585,2665,2850,41315,5245,2145,2990,2705,4140,4040,3570,2750,4590,2955,1880,2270,43140,5955,3800,3620,4070,5400,4870,3890,2710,3410,1630,780,580
59003,Burnaby South,90335,13490,6115,8870,8380,10620,9780,7595,5665,7520,3740,1835,1675,43430,6495,2210,3865,3505,4955,4570,3560,3090,4320,2390,1220,1240,46905,6995,3900,5005,4875,5665,5210,4035,2570,3200,1350,620,430
59004,Cariboo--Prince George,87590,9030,6275,8010,7840,11425,9410,7055,6395,8995,5090,2030,1395,43705,4105,2105,2990,3025,4860,4170,3355,4010,6425,3930,1645,1125,43890,4925,4170,5020,4820,6570,5235,3705,2385,2570,1160,385,270
59005,Central Okanagan--Similkameen--Nicola,88240,7750,6015,8525,9970,13745,11040,8060,6020,7100,3280,1965,1455,42475,3700,1970,3015,4025,5630,5160,4385,3620,4615,2375,1525,1155,45765,4050,4045,5505,5945,8110,5885,3670,2400,2490,905,440,300
59006,Chilliwack--Hope,73970,7510,5220,7355,7815,10835,8415,6580,4955,6465,3055,1100,905,36055,3420,1675,2695,3145,4430,3715,3770,3055,4650,2165,840,775,37915,4090,3550,4665,4665,6405,4700,2810,1905,1820,890,260,130
59007,Cloverdale--Langley City,79385,8155,4580,5720,5935,9205,9255,8400,6415,9405,4765,2185,1595,38480,3685,1385,2165,2220,3455,3800,3705,3530,6255,3600,1680,1360,40905,4470,3195,3555,3720,5750,5455,4695,2880,3150,1170,505,240
59008,Coquitlam--Port Coquitlam,90415,12025,6285,7040,6380,10020,9220,7975,6805,9230,4735,2675,1965,43690,5615,2210,2730,2250,4135,4225,3630,3775,5555,3155,2065,1535,46725,6410,4075,4315,4130,5885,4990,4345,3030,3675,1580,610,430
59009,Courtenay--Alberni,93435,7780,6330,9610,9920,15670,12145,8955,6475,6860,3270,1445,1200,45280,3435,2045,3790,3570,6635,5805,5070,4155,4730,2285,1100,980,48150,4350,4285,5815,6345,9035,6340,3885,2320,2130,985,345,220
59010,Cowichan--Malahat--Langford,81255,7405,5615,7700,6870,11330,9695,8235,6285,7615,4040,1460,1515,39580,3535,2085,2700,2495,4490,4530,4125,3780,4900,3015,1120,1220,41675,3870,3535,5000,4375,6840,5165,4110,2510,2715,1030,335,290
59011,Delta,82300,8475,5330,6735,6420,9065,8550,7785,6160,8770,4715,2780,2915,40170,3865,1835,2510,2430,3415,3985,3580,3445,5380,3055,2135,2470,42130,4605,3495,4220,3995,5650,4560,4205,2715,3390,1660,645,445
59012,Fleetwood--Port Kells,88645,11345,6720,8240,7640,10595,9290,8115,5900,7415,3130,1805,1420,43305,5035,2435,3170,3190,4755,4475,3920,3610,4725,2135,1365,1170,45340,6315,4290,5070,4455,5840,4810,4200,2290,2700,995,440,250
59013,Kamloops--Thompson--Cariboo,98515,9380,6575,9505,9155,12950,12310,8785,7265,8930,4815,2325,2050,48425,4200,1870,3310,3695,5565,5850,4505,4475,5750,3410,2000,1685,50090,5175,4710,6190,5455,7390,6460,4285,2790,3175,1405,325,365
59014,Kelowna--Lake Country,91035,8240,6230,7590,8365,12810,11235,9150,7015,8335,3860,2205,2445,44085,4140,2140,2960,3020,5285,5035,4460,4155,5205,2485,1605,1890,46945,4105,4085,4625,5345,7520,6205,4685,2865,3125,1380,605,555
59015,Kootenay--Columbia,88695,7580,6110,8125,8380,13200,10325,8560,6140,8210,4650,2470,1745,44445,3305,2180,3035,3165,5190,4865,4850,4030,5575,3580,2095,1400,44255,4275,3925,5080,5215,8015,5465,3710,2110,2630,1065,380,345
59016,Langley--Aldergrove,82840,8880,4945,6470,6430,9785,9075,8100,6365,8990,4375,2715,2450,40475,4015,1485,2320,2255,4210,3910,3775,3635,5865,2980,2035,2020,42370,4870,3460,4150,4170,5570,5165,4320,2730,3130,1395,675,430
59017,Mission--Matsqui--Fraser Canyon,71330,7775,5295,7510,7180,9925,8175,5795,4650,5965,2910,1255,865,35535,3750,1670,2985,2785,4540,3995,3345,2885,4115,2065,1005,690,35795,4025,3630,4525,4390,5385,4185,2455,1770,1855,845,240,170
59018,Nanaimo--Ladysmith,96230,8640,7260,9655,9495,14075,11855,10160,6290,7840,3720,1935,1405,46475,3880,2575,3880,3680,5800,5715,5190,3685,4970,2625,1545,1190,49755,4765,4685,5770,5810,8280,6140,4970,2605,2865,1090,390,215
59019,New Westminster--Burnaby,91515,11475,6260,7915,8290,10920,10380,8845,6945,8500,4120,1670,1605,44685,5775,2405,3610,3135,4935,4665,4395,3820,4900,2630,1200,1130,46830,5700,3855,4305,5155,5985,5710,4445,3125,3600,1490,470,480
59020,North Okanagan--Shuswap,101130,9875,7390,10590,11390,15525,12170,9350,6635,7525,3510,1700,1490,48860,4535,2300,3980,4275,6845,5710,5135,4060,5330,2475,1360,1230,52270,5340,5085,6605,7115,8685,6460,4210,2575,2190,1040,340,265
59021,North Vancouver,91585,9490,5460,7080,6890,10095,9130,8765,6610,9630,5540,3500,5005,43585,4385,2075,3110,2460,4125,3720,3795,3100,5305,3365,2280,3800,47995,5110,3390,3970,4435,5970,5410,4970,3510,4335,2175,1215,1205
59022,Pitt Meadows--Maple Ridge,76025,7785,5000,6205,6175,8570,8145,7815,5915,8545,4010,2020,1645,37105,3540,1680,2325,2230,3225,3385,3780,3495,5685,2835,1650,1385,38920,4250,3315,3880,3940,5345,4765,4040,2420,2855,1180,375,260
59023,Port Moody--Coquitlam,88815,10035,5745,6975,6415,9610,8960,8555,6725,9185,5040,2880,3265,43810,4585,2000,2740,2630,4145,4195,3920,3690,5715,3190,2090,2580,45005,5455,3750,4230,3785,5465,4760,4635,3030,3470,1850,780,680
59024,Prince George--Peace River--Northern Rockies,84575,8055,5270,5895,6815,9975,9525,7390,6580,9165,5695,3035,3020,43395,3530,1710,1995,2740,4400,4080,3635,3620,6480,4290,2475,2655,41180,4525,3560,3895,4080,5575,5450,3755,2960,2685,1405,560,365
59025,Richmond Centre,80460,13675,5770,8340,6830,8945,7515,6650,4630,5950,2900,1760,1945,37750,6530,2140,3370,2745,3840,3530,3060,2425,3475,1820,1120,1520,42710,7145,3630,4975,4090,5110,3985,3590,2205,2470,1080,650,420
59026,Esquimalt--Saanich--Sooke,94580,7950,5690,7750,7675,11755,11645,11340,8140,10555,4775,1920,1555,45820,3820,1995,2925,3010,4840,5240,5415,4260,6780,3165,1440,1140,48760,4135,3690,4825,4670,6915,6410,5925,3875,3770,1610,470,415
59027,Saanich--Gulf Islands,89170,7965,5195,7180,7600,11595,10185,9060,7050,9750,4900,2600,2925,42500,3510,1940,2870,2850,4435,4685,4110,3995,5735,2855,1765,2230,46665,4450,3255,4310,4750,7160,5505,4955,3050,4020,2045,840,695
59028,Skeena--Bulkley Valley,71950,8515,5550,6305,6785,9775,7560,5800,4385,6610,3500,1745,1225,36640,4470,2145,2575,2895,4235,3325,3020,2570,4655,2515,1400,1015,35310,4045,3405,3735,3895,5540,4235,2780,1810,1955,980,350,210
59029,South Okanagan--West Kootenay,94270,8560,6470,9295,11190,14895,11395,8435,5995,7095,3710,1545,1615,45815,4000,2100,3830,4505,6490,5290,4525,3550,4910,2615,1180,1365,48450,4555,4365,5465,6695,8405,6100,3910,2445,2190,1100,360,250
59030,South Surrey--White Rock,78710,7280,4730,5735,6540,9445,7755,6960,5690,8445,4740,3090,4820,37060,3190,1610,2180,2355,3465,3270,3095,2900,4730,2900,2050,3790,41650,4090,3125,3555,4190,5985,4485,3865,2790,3715,1840,1040,1030
59031,Steveston--Richmond East,81585,12405,5920,7735,7150,9720,8510,6800,5100,6635,3025,1635,1510,39125,6070,2220,3280,2770,4320,3845,3275,2765,4045,1930,1175,1115,42455,6335,3700,4455,4385,5400,4665,3525,2335,2580,1090,460,395
59032,Surrey Centre,89350,11825,6935,10260,9440,12745,10250,8195,5065,5370,1755,795,460,44990,5980,2530,4330,4060,6215,5070,4465,3315,3975,1295,700,375,44365,5850,4400,5930,5380,6530,5170,3730,1745,1390,460,95,80
59033,Surrey--Newton,82435,10060,6160,9155,8135,12145,9635,7460,4965,4885,2000,795,610,40445,5035,2125,3785,3290,5745,4830,3925,3165,3295,1375,590,510,41985,5020,4030,5370,4840,6400,4800,3530,1800,1590,620,205,95
59034,Vancouver Centre,95170,12155,4840,7045,7320,9790,9015,9385,7610,10595,5755,3935,4515,49130,6150,2110,3400,3440,4625,4545,4445,4005,5955,3310,2645,3225,46040,6005,2725,3645,3885,5170,4470,4940,3600,4640,2445,1290,1290
59035,Vancouver East,91965,9660,5790,11705,11165,12185,9345,8865,5240,7175,3575,1900,1675,45710,4775,2515,5235,4940,6370,4625,4500,2890,3790,2030,1250,1270,46260,4885,3275,6465,6230,5815,4715,4365,2350,3390,1545,650,410
59036,Vancouver Granville,86765,11070,4965,6905,6605,9095,8355,7670,6165,8375,5025,3285,5070,39875,5325,1925,3010,2315,3860,3580,3280,2975,3905,2745,1820,3490,46885,5750,3040,3900,4285,5230,4775,4385,3190,4470,2280,1475,1580
59037,North Island--Powell River,86075,8060,6180,7960,8615,12010,10675,8010,5865,7490,4135,1640,1535,42625,3630,2040,3005,3210,4650,5090,4645,3645,5225,3265,1350,1280,43445,4425,4140,4955,5410,7360,5585,3365,2215,2270,875,285,260
59038,Vancouver Kingsway,86645,11980,5680,10130,9550,11805,9335,8215,4890,5495,2740,1150,995,41875,6130,2050,4515,3720,5420,4580,4040,2850,3270,1630,880,655,44770,5850,3625,5610,5825,6385,4755,4175,2035,2230,1105,280,340
59039,Vancouver Quadra,85915,11845,5845,6145,6125,7905,6930,6365,5190,8050,5245,3705,8070,40180,5395,2195,2655,2195,3265,2980,2575,2385,3990,2795,2020,5705,45740,6450,3655,3485,3930,4640,3950,3790,2805,4065,2445,1685,2365
59040,Vancouver South,83835,11790,6200,9480,8990,11105,9020,6720,4780,5440,2695,1160,1085,39900,5875,2255,4345,3360,4955,4400,3315,2560,3005,1750,785,825,43935,5915,3945,5135,5630,6150,4615,3400,2215,2440,945,380,260
59041,Victoria,94480,7855,5875,8750,8845,13060,11515,9790,7305,9315,4455,2480,2865,44430,3505,2380,3870,3325,5405,5180,4650,3740,5035,2605,1620,2030,50050,4350,3495,4880,5520,7655,6335,5145,3560,4280,1850,860,840
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,93925,9440,5480,7510,7710,11745,10455,8280,6080,8680,4675,3185,6260,45760,4600,2010,2645,3000,5000,4495,3930,3205,5205,2950,2130,4565,48160,4840,3470,4865,4710,6745,5960,4350,2870,3475,1720,1055,1695
60001,Yukon,27495,1955,1520,1610,1915,3150,3005,2575,2420,4175,2275,1130,735,13755,1015,630,800,935,1630,1165,1240,1120,2120,1330,725,530,13735,940,895,810,980,1525,1840,1335,1305,2055,950,405,200
61001,Northwest Territories,31750,2835,2030,2105,1900,2955,2395,2065,1970,3705,3525,2875,1910,16080,1380,875,965,820,1335,1170,1030,1020,1700,1885,1695,1425,15675,1455,1150,1140,1075,1620,1225,1035,955,2010,1640,1180,485
62001,Nunavut,21250,2915,2290,1715,1490,2380,1550,1095,765,1480,1580,1475,1090,10910,1670,1090,665,665,1165,810,610,455,840,750,750,685,10345,1245,1205,1055,825,1210,735,480,310,640,835,725,410
