Geo_Code,FED_Name,Under5000Pct,5000To9999Pct,10000To14999Pct,15000To19999Pct,20000To29999Pct,30000To39999Pct,40000To49999Pct,50000To59999Pct,60000To79999Pct,80000To99999Pct,100000To124999Pct,125000AndOverPct,MaleUnder5000Pct,Male5000To9999Pct,Male10000To14999Pct,Male15000To19999Pct,Male20000To29999Pct,Male30000To39999Pct,Male40000To49999Pct,Male50000To59999Pct,Male60000To79999Pct,Male80000To99999Pct,Male100000To124999Pct,Male125000AndOverPct,FemaleTotIncome2010Pop15YearsAndOver,FemaleUnder5000Pct,Female5000To9999Pct,Female10000To14999Pct,Female15000To19999Pct,Female20000To29999Pct,Female30000To39999Pct,Female40000To49999Pct,Female50000To59999Pct,Female60000To79999Pct,Female80000To99999Pct,Female100000To124999Pct,Female125000AndOverPct
10001,Avalon,7.266,7.94,9.342,11.764,14.606,13.264,8.638,6.148,8.255,4.259,1.829,1.979,6.321,4.783,6.275,9.259,13.088,14.196,10.658,8.09,10.52,6.075,3.03,3.614,34180,8.163,10.942,12.259,14.146,16.047,12.376,6.7,4.315,6.1,2.516,0.702,0.424
10002,Bonavista--Burin--Trinity,7.613,7.917,12.141,17.513,19.055,11.131,6.207,4.095,4.521,2.469,1.345,1.003,5.982,4.687,8.156,15.248,18.81,14.755,8.141,5.936,6.368,3.808,2.359,1.835,33380,9.212,11.055,16.028,19.697,19.278,7.609,4.314,2.292,2.726,1.183,0.359,0.195
10003,Coast of Bays--Central--Notre Dame,6.942,9.246,12.911,14.735,17.214,11.291,7.292,4.258,5.208,2.866,1.505,1.064,5.41,5.66,8.74,12.492,17.542,14.79,10.147,5.832,6.551,4.049,2.564,1.845,33785,8.421,12.654,16.857,16.842,16.901,7.977,4.588,2.768,3.937,1.761,0.503,0.326
10004,Labrador,8.337,6.689,7.183,8.643,13.801,10.763,7.56,6.453,9.162,7.395,5.535,3.344,6.803,5.266,6.011,6.198,10.904,9.972,6.57,7.596,10.531,10.531,9.832,6.104,10495,9.909,8.099,8.385,11.148,16.818,11.625,8.576,5.288,7.766,4.145,1.096,0.524
10005,Long Range Mountains,7.766,7.954,11.3,15.083,17.343,11.87,7.914,4.527,5.774,3.152,1.06,0.993,7.207,5.677,8.404,12.439,16.544,14.791,9.921,5.733,7.152,4.146,1.753,1.906,38620,8.299,10.085,13.969,17.543,18.086,9.14,6.033,3.418,4.492,2.227,0.427,0.142
10006,St. John's East,8.386,7.825,8.335,8.002,13.487,11.568,9.051,7.021,9.796,5.795,2.857,4.075,8.378,6.913,6.897,5.894,11.958,10.693,8.98,7.545,11.31,6.99,4.089,6.805,35325,8.408,8.662,9.639,9.936,14.904,12.371,9.115,6.539,8.408,4.699,1.727,1.571
10007,St. John's South--Mount Pearl,6.886,7.571,8.813,9.332,15.092,13.685,9.845,7.138,8.827,4.15,2.259,2.216,6.46,6.229,6.906,6.798,13.703,13.211,10.735,8.843,10.181,5.06,3.83,4.06,36765,7.276,8.772,10.499,11.574,16.32,14.117,9.058,5.644,7.63,3.346,0.884,0.598
11001,Cardigan,8.045,7.806,8.198,9.92,17.692,15.459,9.818,7.227,7.21,2.778,1.227,1.142,8.835,5.53,7.235,8.278,16.313,15.861,10.504,8.487,8.348,4.07,1.948,1.948,14955,7.322,10.03,9.127,11.501,19.024,15.045,9.161,6.018,6.152,1.505,0.535,0.334
11002,Charlottetown,8.477,8.02,10.67,9.512,14.724,12.548,10.074,7.757,7.494,3.019,1.966,2.036,8.498,7.698,8.918,7.508,14.024,11.585,11.433,8.956,7.584,3.62,2.401,3.582,15375,8.455,8.293,12.163,11.187,15.35,13.366,8.878,6.732,7.415,2.472,1.593,0.715
11003,Egmont,7.285,6.962,9.779,11.915,19.11,15.27,11.322,5.724,5.688,1.525,0.843,0.754,7.376,5.374,7.153,9.377,18.199,18.087,11.675,7.302,6.82,2.372,1.334,1.297,14375,7.165,8.417,12.243,14.261,19.93,12.591,11.026,4.243,4.626,0.73,0.383,0.209
11004,Malpeque,8.33,7.699,7.874,9.435,16.45,14.89,11.961,7.471,7.839,2.21,1.385,1.438,7.759,4.49,5.244,8.118,16.056,15.841,13.542,8.908,9.986,3.233,2.155,2.227,14595,8.907,10.757,10.346,10.689,16.821,13.977,10.483,6.132,5.755,1.268,0.651,0.685
12001,Cape Breton--Canso,7.206,10.274,9.517,12.063,16.203,12.497,9.272,5.977,7.475,2.894,1.198,0.867,7.062,7.209,6.67,9.874,15.678,13.193,11.117,8.19,9.188,3.874,1.864,1.569,32830,7.341,13.143,12.169,14.088,16.692,11.849,7.554,3.929,5.894,1.965,0.579,0.213
12002,Central Nova,7.518,8.44,9.362,10.853,15.943,13.273,10.059,6.3,7.198,3.415,1.499,1.403,6.503,6.702,6.851,8.555,13.818,13.685,11.749,8.655,9.83,4.633,2.251,2.366,32170,8.471,10.087,11.735,13.009,17.92,12.885,8.486,4.072,4.725,2.269,0.793,0.513
12003,Cumberland--Colchester,8.577,9.526,9.629,11.063,16.263,13.77,8.974,6.274,6.672,2.538,0.897,1.111,7.695,5.836,6.819,9.691,14.145,15.405,12.379,8.248,8.77,3.64,1.321,1.904,35425,9.386,12.929,12.195,12.336,18.193,12.251,5.843,4.46,4.757,1.524,0.494,0.381
12004,Dartmouth--Cole Harbour,7.547,7.357,8.281,8.255,13.494,12.714,10.76,8.085,10.511,4.806,2.098,1.934,7.014,5.792,5.444,5.944,11.903,11.764,11.431,9.764,13.431,7.153,3.139,3.236,40260,8.023,8.756,10.817,10.32,14.903,13.562,10.159,6.582,7.899,2.72,1.167,0.77
12005,Halifax,10.744,8.563,8.841,8.645,13.584,11.124,9.024,6.469,9.587,4.351,2.207,3.187,11.995,7.255,7.441,7.441,12.287,9.811,9.228,7.414,11.294,5.243,2.754,4.713,41300,9.588,9.758,10.133,9.746,14.77,12.324,8.838,5.617,8.027,3.523,1.707,1.804
12006,Halifax West,7.824,7.15,7.651,7.88,11.997,12.623,9.626,7.372,11.977,5.606,2.838,3.158,7.966,5.591,5.089,6.535,10.533,11.093,9.559,7.833,14.191,7.42,4.617,5.34,37990,7.713,8.568,9.95,9.068,13.306,13.991,9.687,6.962,10.016,3.988,1.25,1.211
12007,Kings--Hants,8.766,9.246,8.649,9.995,14.549,13.123,9.82,6.991,8.249,3.048,1.411,1.04,7.762,5.836,6.528,8.032,13.583,12.38,12.289,9.176,11.567,4.558,2.031,1.685,35490,9.707,12.44,10.623,11.834,15.455,13.821,7.509,4.959,5.142,1.634,0.831,0.423
12008,Sackville--Preston--Chezzetcook,8.592,7.383,7.707,6.606,12.212,12.737,10.665,8.369,11.241,5.541,2.137,1.842,8.114,4.904,4.447,5.448,9.94,11.618,11.486,9.807,15.094,7.922,3.357,3.254,35525,9.064,9.754,10.809,7.727,14.398,13.807,9.866,6.995,7.558,3.265,0.985,0.493
12009,South Shore--St. Margarets,8.931,8.651,9.58,11.362,14.882,12.673,9.236,6.55,7.721,2.998,1.451,1.248,7.441,5.22,6.856,9.583,14.232,13.661,11.609,8.869,10.206,4.532,2.182,2.026,40040,10.365,11.951,12.2,13.074,15.497,11.713,6.968,4.308,5.32,1.511,0.737,0.487
12010,Sydney--Victoria,8.156,10.823,10.272,10.757,18.091,12.444,7.671,5.704,6.724,2.379,0.864,0.815,8.849,8.709,7.184,9.69,17.61,12.739,8.936,7.237,8.078,3.101,1.384,1.419,32215,7.543,12.696,13.006,11.703,18.516,12.184,6.55,4.361,5.541,1.738,0.404,0.279
12011,West Nova,8.588,9.444,10.45,12.52,16.631,13.08,8.509,5.311,6.785,2.012,0.949,0.719,7.637,6.244,7.667,10.123,15.933,15.184,10.976,7.233,8.955,2.86,1.512,1.318,36180,9.467,12.396,13.018,14.746,17.275,11.153,6.247,3.552,4.782,1.23,0.428,0.18
13001,Acadie--Bathurst,7.856,9.968,10.909,13.322,18.479,12.152,8.055,4.612,6.216,2.28,1.258,0.75,7.162,7.446,7.729,10.191,18.263,14.831,10.251,5.849,7.595,3.581,2.268,1.343,34455,8.533,12.422,14.004,16.369,18.691,9.549,5.906,3.41,4.876,1.001,0.29,0.16
13002,Beausejour,6.632,7.888,8.143,10.625,17.242,14.941,11.189,6.677,7.707,2.933,1.346,1.248,6.042,5.418,5.25,8.735,17.151,16.268,13.636,8.781,8.157,3.789,1.994,2.024,33640,7.224,10.285,10.984,12.455,17.331,13.644,8.814,4.608,7.268,2.111,0.713,0.49
13003,Fredericton,9.103,7.803,7.922,8.677,13.445,12.04,10.105,8.102,10.546,3.991,2.205,2.123,8.612,5.623,6.056,6.645,11.075,11.385,10.827,10.192,13.677,5.468,3.268,3.625,34615,9.577,9.822,9.678,10.573,15.644,12.668,9.432,6.153,7.641,2.6,1.213,0.722
13004,Fundy Royal,8.375,7.732,8.205,8.98,13.837,12.784,10.436,6.872,8.98,4.254,2.363,1.952,7.073,4.799,5.32,6.915,11.73,13.23,12.472,9.078,11.067,6.647,3.821,3.284,32860,9.647,10.575,11.001,10.971,15.886,12.371,8.475,4.747,6.954,1.963,0.959,0.67
13005,Madawaska--Restigouche,7.235,10.748,9.701,12.576,17.146,15.023,9.111,4.941,6.54,1.79,0.543,0.828,6.864,7.786,7.217,10.198,15.984,18.004,11.689,6.119,8.315,2.726,0.863,1.334,27020,7.587,13.546,12.028,14.841,18.246,12.213,6.68,3.849,4.848,0.888,0.222,0.352
13006,Miramichi--Grand Lake,8.518,8.917,10.592,12.587,18.342,12.996,9.645,5.097,5.316,1.406,0.818,0.788,7.937,5.927,7.158,10.398,17.514,15.176,13.331,7.465,6.378,1.723,1.518,1.518,25745,9.05,11.75,13.867,14.663,19.149,10.915,6.137,2.836,4.312,1.107,0.175,0.117
13007,Moncton--Riverview--Dieppe,7.612,7.9,8.582,9.833,17.358,14.763,9.184,6.415,8.508,3.452,1.652,1.572,7.277,6.288,6.698,7.588,15.925,15.388,10.612,8.026,9.594,4.762,2.36,2.487,39365,7.926,9.348,10.276,11.851,18.646,14.213,7.9,4.966,7.532,2.286,1.016,0.749
13008,New Brunswick Southwest,8.558,8.091,9.043,10.232,15.706,12.164,10.205,7.267,7.844,3.478,1.583,1.336,8.525,5.197,6.001,8.058,13.479,12.787,12.376,9.684,10.021,4.973,2.711,2.449,27885,8.589,10.866,11.96,12.318,17.841,11.583,8.123,4.949,5.756,2.062,0.502,0.269
13009,Saint John--Rothesay,8.257,8.042,9.365,10.717,15.697,11.981,8.74,6.273,8.554,3.634,1.769,2.088,7.875,6.259,7.748,7.511,13.706,11.805,9.903,7.907,10.696,5.625,3.264,3.232,35720,8.581,9.616,10.778,13.564,17.469,12.122,7.699,4.829,6.663,1.862,0.462,1.078
13010,Tobique--Mactaquac,9.381,9.066,9.241,11.861,16.089,13.844,8.691,6.236,6.175,2.166,1.188,1.057,8.79,5.807,7.004,9.434,15.473,15.169,11.542,8.076,7.522,3.323,1.858,1.679,29260,9.962,12.184,11.398,14.183,16.661,12.577,5.964,4.494,4.887,1.059,0.547,0.461
24001,Abitibi--Baie-James--Nunavik--Eeyou,8.378,8.185,9.761,9.305,14.004,12.026,9.545,7.389,8.579,4.034,2.527,1.43,9.053,6.102,8.075,7.723,12.081,10.751,10.414,8.885,11.133,5.704,3.946,2.095,32000,7.688,10.313,11.469,10.922,15.984,13.328,8.656,5.859,5.984,2.344,1.078,0.75
24002,Abitibi--Temiscamingue,7.638,7.278,9.894,10.638,14.124,13.836,10.488,6.882,8.04,3.42,2.07,1.326,6.71,5.384,6.674,8.727,12.787,14.733,11.664,8.393,10.291,5.277,3.57,2.185,41455,8.576,9.191,13.135,12.568,15.475,12.942,9.287,5.343,5.741,1.532,0.555,0.47
24003,Ahuntsic-Cartierville,9.032,8.987,11.329,10.43,14.429,11.599,8.094,5.83,7.369,3.628,1.983,2.269,10.352,8.354,9.713,8.888,14.07,11.316,7.877,6.181,8.028,4.252,2.8,3.323,45985,7.807,9.568,12.841,11.873,14.766,11.852,8.285,5.491,6.763,3.055,1.229,1.283
24004,Alfred-Pellan,8.311,7.156,8.336,8.254,13.57,13.798,10.632,7.461,9.129,3.515,1.96,2.316,9.357,5.548,6.049,6.51,12.731,13.337,10.925,8.316,10.912,4.758,2.992,3.611,40875,7.327,8.648,10.471,9.872,14.349,14.214,10.361,6.667,7.486,2.361,1.003,1.113
24005,Argenteuil--La Petite-Nation,6.918,7.5,11.288,11.416,15.312,13.556,10.087,7.174,7.372,2.67,1.156,0.971,6.329,5.894,9.283,10.459,14.384,13.387,11.699,8.618,9.283,3.644,1.752,1.534,39165,7.519,9.103,13.303,12.371,16.239,13.711,8.477,5.745,5.451,1.698,0.562,0.409
24006,Avignon--La Mitis--Matane--Matapedia,7.397,8.43,12.08,14.39,17.587,14.196,8.6,5.128,5.176,1.696,0.541,0.533,6.733,6.424,9.351,12.75,17.369,15.694,10.506,6.944,6.798,2.407,0.813,0.813,31175,8.051,10.409,14.787,16.022,17.803,12.702,6.72,3.336,3.561,0.994,0.273,0.257
24007,Beauce,6.941,7.028,10.662,11.743,17.201,16.562,11.051,6.325,5.557,1.459,0.634,0.977,6.385,4.648,8.03,9.169,16.36,17.855,14.289,7.996,7.524,2.151,0.92,1.542,42550,7.521,9.448,13.349,14.36,18.061,15.241,7.744,4.618,3.537,0.752,0.353,0.4
24008,Beauport--Limoilou,6.526,7.439,11.681,11.502,17.429,15.534,10.335,6.813,6.699,1.844,0.868,0.619,6.686,6.246,9.369,9.249,16.802,16.082,10.984,8.221,8.635,2.576,1.548,1.121,40910,6.38,8.519,13.799,13.566,18.003,15.021,9.741,5.524,4.913,1.173,0.232,0.147
24009,Becancour--Nicolet--Saurel,7.928,7.998,11.914,11.685,15.646,13.723,9.348,5.731,6.877,2.706,1.184,1.063,6.63,5.184,8.691,9.753,15.845,15.308,11.442,6.758,9.42,4.454,1.997,1.728,39450,9.202,10.798,15.108,13.599,15.437,12.142,7.275,4.715,4.373,0.963,0.38,0.406
24010,Bellechasse--Les Etchemins--Levis,6.167,6.634,9.859,10.174,15.733,16.145,12.286,7.503,7.693,2.307,1.211,1.292,5.945,4.525,7.024,8.896,14.632,16.801,14.125,8.907,9.402,3.292,1.949,2.07,46690,6.383,8.685,12.615,11.426,16.813,15.507,10.495,6.136,6.029,1.349,0.482,0.546
24011,Beloeil--Chambly,6.646,6.405,8.058,7.582,12.748,12.472,12.024,9.057,10.997,4.775,2.652,2.416,6.297,4.323,5.62,5.853,11.52,11.263,11.964,10.282,14.231,6.66,4.031,4.089,44325,6.983,8.415,10.423,9.272,13.931,13.638,12.07,7.862,7.874,2.944,1.331,0.812
24012,Berthier--Maskinonge,7.152,8.293,11.189,12.28,16.165,14.671,10.189,6.03,6.024,1.97,0.774,0.64,6.966,5.805,7.776,11.053,14.742,16.677,12.372,7.728,8.26,2.987,1.439,1.076,40655,7.342,10.835,14.66,13.516,17.624,12.618,7.969,4.305,3.763,0.935,0.086,0.209
24013,Therese-De Blainville,7.928,6.467,8.25,7.677,11.956,11.763,10.521,8.218,10.412,4.916,2.793,3.855,7.904,4.321,6.508,5.849,10.262,10.815,10.855,8.892,12.699,7.021,4.097,6.073,39750,7.962,8.528,9.912,9.409,13.56,12.654,10.214,7.585,8.239,2.893,1.547,1.723
24014,Pierre-Boucher--Les Patriotes--Vercheres,6.582,6.007,7.525,6.55,11.601,11.762,11.368,8.939,11.71,6.143,3.591,3.875,6.332,3.943,5.535,4.909,9.909,10.64,11.279,10.183,14.178,8.681,5.209,5.705,39115,6.839,8.04,9.485,8.155,13.269,12.86,11.466,7.708,9.306,3.656,1.994,2.084
24015,Bourassa,9.726,10.266,12.902,13.077,16.736,13.416,7.267,4.65,3.922,1.362,0.54,0.37,10.866,8.725,10.65,11.108,16.305,14.77,7.984,5.628,4.82,1.952,0.821,0.633,42545,8.732,11.588,14.867,14.796,17.1,12.234,6.64,3.784,3.138,0.846,0.294,0.129
24016,Brome--Missisquoi,6.718,7.74,10.767,11.248,16.926,14.263,10.141,6.141,6.663,2.584,1.356,2.018,6.41,5.564,8.371,9.744,15.725,14.634,11.742,7.893,8.481,3.714,2.047,3.211,41445,7.021,9.881,13.138,12.728,18.108,13.886,8.578,4.428,4.886,1.472,0.676,0.844
24017,Brossard--Saint-Lambert,8.968,6.719,9.188,7.641,12.253,11.456,9.611,7.296,9.522,4.88,3.214,4.63,9.045,5.38,7.569,6.493,10.947,10.584,9.471,7.819,10.422,6.118,4.667,7.294,44055,8.909,7.956,10.657,8.682,13.438,12.246,9.726,6.81,8.705,3.757,1.895,2.224
24018,Rimouski-Neigette--Temiscouata--Les Basques,6.892,7.542,10.977,12.213,17.083,14.419,10.32,6.321,6.742,2.071,0.921,0.878,6.428,5.859,8.556,11.602,16.266,15.45,11.354,7.652,8.045,3.075,1.501,1.428,35705,7.338,9.144,13.317,12.827,17.869,13.429,9.34,5.027,5.489,1.106,0.35,0.364
24019,Charlesbourg--Haute-Saint-Charles,5.965,6.439,8.287,8.62,14.655,16.386,13.24,8.17,9.462,3.152,1.222,1.099,5.8,4.283,6.649,6.6,12.655,16.028,13.759,9.973,12.812,4.72,1.978,1.893,44285,6.131,8.445,9.811,10.5,16.507,16.721,12.77,6.492,6.345,1.694,0.519,0.373
24020,Beauport--Cote-de-Beaupre--ile d'Orleans--Charlevoix,6.338,6.765,9.261,10.332,15.527,15.225,11.921,7.56,8.591,2.483,1.465,1.235,6.039,4.863,6.806,8.682,14.339,16.427,12.634,9.132,10.916,3.713,2.326,2.075,38290,6.647,8.658,11.687,11.961,16.715,14.038,11.217,5.994,6.307,1.254,0.614,0.392
24021,Chateauguay--Lacolle,7.824,6.385,9.377,9.578,14.524,14.477,11.432,7.925,8.621,2.751,1.198,0.877,8.193,4.545,6.777,7.485,13.459,14.344,12.221,9.581,11.84,4.096,1.783,1.388,37965,7.494,8.165,11.879,11.616,15.554,14.606,10.668,6.335,5.505,1.449,0.645,0.395
24022,Chicoutimi--Le Fjord,8.089,7.855,10.951,10.929,13.761,13.579,9.323,6.848,7.746,3.088,2.022,1.752,7.062,5.534,7.092,7.522,12.418,15.045,11.454,9.258,10.504,5.163,3.412,3.027,34795,9.111,10.088,14.672,14.212,15.074,12.157,7.257,4.512,5.058,1.078,0.675,0.517
24023,Compton--Stanstead,6.83,7.051,9.334,10.034,15.766,15.465,11.721,6.978,7.475,2.688,1.062,1.252,6.912,5.092,6.826,9.525,14.239,15.643,12.932,8.45,9.366,3.737,1.612,2.027,40535,6.747,9.029,11.854,10.559,17.306,15.283,10.485,5.477,5.575,1.628,0.506,0.469
24024,Dorval--Lachine--LaSalle,9.336,8.571,10.164,10.541,15.492,13.14,9.182,5.807,6.641,2.667,1.348,1.587,10.555,7.337,8.549,8.91,14.781,13.172,8.994,6.328,8.129,3.674,1.957,2.426,45925,8.231,9.679,11.628,12.009,16.135,13.119,9.341,5.335,5.291,1.764,0.795,0.827
24025,Drummond,7.238,8.459,11.14,11.801,16.357,15.243,10.372,6.193,5.784,1.699,0.705,0.787,7.111,6.213,8.288,9.465,15.412,16.703,12.185,8.63,7.807,2.619,1.05,1.189,39935,7.362,10.68,13.948,14.11,17.291,13.797,8.576,3.794,3.781,0.789,0.363,0.388
24026,Gaspesie--Les iles-de-la-Madeleine,6.535,7.823,13.278,13.626,18.711,14.529,8.941,4.885,5.203,1.458,0.577,0.555,5.968,6.119,10.527,12.466,19.025,16.783,10.239,5.498,6.695,1.909,0.894,0.742,34545,7.078,9.451,15.907,14.734,18.411,12.375,7.7,4.313,3.792,1.028,0.275,0.391
24027,Gatineau,7.246,6.296,8.626,8.145,11.923,11.86,11.482,10.039,11.413,4.533,2.043,1.471,7.154,5.064,6.987,6.915,10.391,12.708,12.313,9.674,13.137,5.78,3.022,2.305,45490,7.331,7.43,10.123,9.277,13.322,11.068,10.706,10.376,9.826,3.396,1.154,0.703
24028,Hochelaga,8.333,9.437,12.602,10.962,15.727,13.216,9.67,5.982,5.92,2.117,1.036,0.99,8.818,9.398,10.837,9.375,14.886,13.714,10.164,6.811,7.147,2.448,1.288,1.381,44750,7.866,9.475,14.313,12.492,16.536,12.749,9.196,5.173,4.726,1.799,0.804,0.615
24029,Honore-Mercier,8.256,7.095,10.737,10.725,15.298,13.633,10.009,6.603,7.012,2.618,1.41,1.202,9.272,5.418,8.395,8.598,14.933,14.144,10.862,7.504,8.09,3.422,2.264,1.895,45115,7.359,8.556,12.79,12.568,15.616,13.189,9.265,5.818,6.073,1.917,0.665,0.598
24030,Hull--Aylmer,7.767,7.029,8.658,8.411,11.096,10.411,9.461,9.52,11.397,6.203,3.293,2.32,8.781,6.219,7.328,7.266,11.01,9.938,9.2,9.52,11.761,7.217,4.335,3.498,44125,6.822,7.773,9.881,9.473,11.161,10.833,9.7,9.507,11.059,5.258,2.334,1.235
24031,Joliette,6.364,8.539,11.655,12.877,16.357,14.295,9.457,5.5,6.757,2.276,0.834,0.965,6.278,6.52,8.653,10.726,16.047,15.453,11.017,7.066,9.126,3.49,1.357,1.466,42655,6.459,10.503,14.559,14.957,16.645,13.175,7.947,3.985,4.466,1.102,0.34,0.492
24032,Jonquiere,7.502,8.087,9.52,9.988,13.873,13.701,9.926,7.116,7.274,4.615,1.729,1.185,6.049,5.154,6.477,6.945,12.209,14.979,12.264,9.37,9.797,7.992,3.114,1.998,36300,8.953,11.006,12.562,13.03,15.523,12.424,7.576,4.848,4.752,1.24,0.358,0.372
